,gender,name,id,known_for_department,popularity
nm0165261,1,Marieluise Claudius,46340,Acting,1.632
nm0461395,1,Hansi Knoteck,48226,Acting,1.646
nm0366781,0,Karl Hartl,12361,Directing,1.4
nm0340442,0,Alfred Greven,48223,Production,0.6
nm0813967,0,Hans Sommer,48224,Sound,0.6
nm0744035,2,Robert Rossen,14875,Writing,1.4
nm0082884,2,Herman Bing,9084,Acting,1.616
nm0486538,2,Noel Langley,9052,Writing,1.025
nm0437717,2,Garson Kanin,100131,Writing,2.065
nm0565609,2,John McClain,939361,Writing,0.6
nm0401478,2,Warren Hull,97006,Acting,1.4
nm0062667,2,Alan Baxter,12156,Acting,3.367
nm0876811,0,Tristram Tupper,99459,Writing,1.052
nm0595654,2,Jack Moffitt,82802,Writing,0.6
nm0682499,0,William A. Pierce,1202557,Writing,0.98
nm0869428,1,Merle Tottenham,97218,Acting,1.049
nm0365692,1,Kathleen Harrison,96421,Acting,1.4
nm0926599,1,May Whitty,14299,Acting,2.537
nm0886668,2,John Van Druten,20599,Writing,1.4
nm0442875,2,Chôjûrô Kawarasaki,134369,Acting,0.994
nm0620130,0,Kan'emon Nakamura,118984,Acting,1.116
nm1151283,0,Masanobu Takeyama,1530477,Production,0.6
nm0652687,0,Tadashi Ota,1530478,Sound,0.98
nm0590832,2,Akira Mimura,1357678,Camera,0.6
nm0834077,2,James H. Street,118201,Writing,0.6
nm0005674,0,Arthur Crabtree,103589,Directing,0.6
nm0370547,2,Will Hay,231086,Acting,0.996
nm0550195,2,Moore Marriott,120145,Acting,1.081
nm0595598,2,Graham Moffatt,120146,Acting,1.052
nm0490950,2,Frank Launder,14293,Writing,0.652
nm0651357,2,J.O.C. Orton,104962,Writing,1.4
nm0346436,2,Val Guest,39853,Directing,1.075
nm0249218,2,Marriott Edgar,120122,Writing,0.6
nm0688717,0,Samuel Pokrass,1307760,Writing,0.6
nm0000927,2,Irving Berlin,30176,Writing,1.385
nm0155864,0,Eddie Cherkose,1290900,Acting,0.6
nm0884252,2,Joseph A. Valentine,17669,Camera,0.6
nm0002052,1,Deanna Durbin,95622,Acting,1.09
nm0831439,2,Leopold Stokowski,233471,Acting,1.082
nm0543243,2,Bruce Manning,95034,Writing,0.84
nm0611813,0,James Mulhauser,1187628,Writing,0.98
nm0238890,2,Camille du Locle,1093200,Writing,1.4
nm0590027,0,Hugh Mills,548673,Writing,1.22
nm0878494,2,Mark Twain,72225,Writing,1.286
nm0393949,2,Anthony Hope,18908,Writing,1.38
nm0741358,0,Edward E. Rose,1168853,Writing,0.6
nm0947910,2,Mohamed Ygerbuchen,89086,Sound,0.6
nm0264692,2,Saturnin Fabre,94938,Acting,1.4
nm0176008,0,Jacques Constant,423541,Writing,0.6
nm0419986,2,Henri Jeanson,39060,Writing,1.4
nm0002202,2,Roy Webb,4345,Sound,1.566
nm0870052,0,Jack Townley,196124,Writing,1.166
nm0167767,0,Humphrey Cobb,14554,Writing,0.98
nm0800386,1,Simone Simon,103781,Acting,1.4
nm0834944,0,Austin Strong,1144687,Writing,0.98
nm0118214,2,Harold Buchman,295892,Writing,1.73
nm0517216,2,Lee Loeb,29633,Writing,1.4
nm0361675,2,Kenkichi Hara,1115029,Directing,0.6
nm0475732,1,Sumiko Kurishima,1082749,Acting,0.84
nm0762966,2,Shûji Sano,944892,Acting,2.58
nm0040916,2,Yûharu Atsuta,552001,Camera,0.98
nm0939454,0,Arthur Wontner,97568,Acting,1.4
nm0362361,0,Lyn Harding,106633,Acting,1.4
nm0877325,2,John Turnbull,47664,Acting,0.6
nm0534274,2,Arthur Macrae,985305,Acting,1.4
nm0789313,2,Ben Sharpsteen,11426,Visual Effects,0.6
nm0143314,1,Adriana Caselotti,5460,Acting,1.099
nm0830968,2,Harry Stockwell,540747,Acting,1.018
nm0479164,1,Lucille La Verne,288940,Acting,0.764
nm0041165,2,Roy Atwell,5457,Acting,1.4
nm0183183,0,William Cottrell,67373,Writing,1.052
nm0359457,2,David Hand,5446,Directing,2.085
nm0414144,2,Wilfred Jackson,11434,Directing,1.722
nm0604392,0,Larry Morey,564042,Writing,0.6
nm0668998,0,Perce Pearce,52218,Production,1.127
nm0205886,0,Evelyn Daw,538638,Acting,0.98
nm0006276,2,Victor Schertzinger,148849,Directing,2.136
nm0616893,2,Zion Myers,148506,Directing,1.4
nm0504346,0,Ted Lesser,1295378,Writing,0.6
nm0958532,2,Adolph Zukor,13335,Production,1.051
nm0210945,0,Prudencio de Pereda,1083188,Writing,0.6
nm0044140,0,Manuel Azaña,1083194,Acting,0.6
nm0246619,0,José Díaz,1083195,Acting,0.6
nm1199615,0,Enrique Lister,1083196,Acting,0.6
nm0412235,2,Joris Ivens,237859,Directing,1.094
nm0533831,0,Archibald Macleish,111582,Writing,0.732
nm0522635,2,Otho Lovering,14961,Editing,1.128
nm0610253,2,Alan Mowbray,8240,Acting,2.887
nm0641966,1,Barbara O'Neil,7642,Acting,1.4
nm0698989,0,Olive Higgins Prouty,1188614,Writing,0.98
nm0001322,2,Rex Harrison,35321,Acting,2.572
nm0662116,2,Cecil Parker,14300,Acting,1.593
nm0021329,1,Sara Allgood,7381,Acting,0.692
nm0198202,2,Ian Dalrymple,133237,Editing,0.6
nm0290863,0,Bruno Frank,133226,Writing,0.6
nm0108833,2,James Bridie,131230,Writing,0.648
nm0119964,2,Donald Bull,219171,Writing,0.608
nm0228863,1,Jean Dixon,80238,Acting,2.076
nm0915047,0,George Manker Watters,1210244,Writing,1.4
nm0394109,2,Arthur Hopkins,998719,Writing,0.6
nm0292810,1,Pauline Frederick,229607,Acting,1.535
nm0716417,0,Jayne Regan,229608,Acting,0.753
nm0287988,2,Norman Foster,87459,Directing,1.4
nm0178459,0,Wyllis Cooper,30147,Writing,1.38
nm0549654,0,John P. Marquand,229613,Writing,1.4
nm0589489,2,Virgil Miller,14477,Camera,0.98
nm0640078,2,Hugh O'Connell,103451,Acting,1.4
nm0225649,1,Gloria Dickson,95295,Acting,1.4
nm0635798,2,Edward Norris,85490,Acting,1.4
nm0338950,0,Ward Greene,64865,Writing,0.6
nm0437189,2,Aben Kandel,31253,Writing,1.4
nm0413572,2,Harry Jackson,127779,Camera,0.6
nm0750079,2,Sig Ruman,2497,Acting,1.73
nm0808484,0,Howard Ellis Smith,229569,Writing,0.728
nm0002046,2,Brian Donlevy,41755,Acting,1.566
nm0924538,0,Bouck White,145841,Writing,0.6
nm0602840,0,Eddie Moran,150628,Writing,0.98
nm0810158,0,Thorne Smith,150627,Writing,0.6
nm0006130,2,Friedrich Hollaender,2916,Sound,1.052
nm0894579,0,Louis Verneuil,50979,Writing,1.4
nm0506797,2,Albert Lewin,30252,Production,1.38
nm0068372,0,Marie Bell,239232,Acting,1.38
nm0592238,0,Yves Mirande,545561,Writing,1.4
nm0937905,0,Pierre Wolff,1318965,Writing,0.6
nm0427520,2,Arthur V. Jones,121050,Writing,1.048
nm0528800,1,Sharon Lynn,141062,Acting,1.075
nm0387002,2,Jack Hively,127515,Editing,1.153
nm0419265,2,Leigh Jason,1225777,Directing,1.4
nm0635461,0,Charles Norman,1281223,Writing,0.6
nm0767902,2,Gerald Savory,27936,Writing,0.6
nm0683345,1,Nova Pilbeam,27939,Acting,1.4
nm0210116,2,Derrick De Marney,27940,Acting,0.98
nm0726585,2,Edward Rigby,27941,Acting,1.4
nm0856758,1,Josephine Tey,27933,Writing,0.6
nm0035613,2,Anthony Armstrong,27935,Writing,0.6
nm0006087,2,Hugo Friedhofer,13571,Sound,1.166
nm0348619,1,Sigrid Gurie,89087,Acting,1.658
nm0688276,0,N.A. Pogson,1280652,Writing,0.6
nm0002146,2,James Wong Howe,14569,Camera,1.635
nm0446921,2,Tommy Kelly,107444,Acting,1.564
nm0319268,1,Ann Gillis,107445,Acting,1.4
nm0915875,2,John V.A. Weaver,29982,Writing,0.694
nm0624714,2,Marshall Neilan,559559,Directing,1.4
nm0795324,0,Iosif Shpinel,1352391,Art,0.6
nm0645613,2,Nikolai Okhlopkov,67503,Acting,0.828
nm0009372,2,Andrei Abrikosov,67504,Acting,1.469
nm0650115,0,Dmitriy Orlov,67505,Acting,1.094
nm0001178,2,Sergei Eisenstein,9603,Directing,2.426
nm0890565,2,Dmitriy Vasilev,1187223,Directing,0.984
nm0006241,2,Sergei Prokofiev,58024,Sound,1.214
nm0005903,2,Eduard Tisse,9606,Camera,0.6
nm0581062,1,Ethel Merman,109897,Acting,0.997
nm0128906,2,James M. Cain,14971,Writing,0.98
nm0923333,2,John Wexley,82445,Writing,0.6
nm0528530,0,Barré Lyndon,47755,Writing,1.4
nm0124224,0,Leslie Bush-Fekete,144426,Writing,0.618
nm0713106,1,Martha Raye,106572,Acting,1.4
nm0743841,1,Shirley Ross,149133,Acting,1.4
nm0257700,2,Ken Englund,130001,Writing,0.694
nm0067801,2,Arnold Belgard,139607,Writing,0.694
nm0233352,1,Ann Doran,2772,Acting,3.212
nm0802325,1,Penny Singleton,34178,Acting,1.4
nm0482121,2,Arthur Lake,34179,Acting,1.784
nm0799982,2,Larry Simms,30223,Acting,1.589
nm1230870,2,Daisy,34214,Acting,1.788
nm0283133,2,Richard Flournoy,34171,Writing,1.052
nm0949382,0,Chic Young,34172,Writing,0.6
nm0294464,2,Henry Freulich,34174,Camera,1.048
nm0006128,2,Werner R. Heymann,2500,Sound,0.98
nm0000057,2,David Niven,14261,Acting,2.695
nm0767878,0,Alfred Savoir,1355994,Writing,0.6
nm0770196,2,Dore Schary,22598,Writing,2.211
nm0341178,1,Eleanore Griffin,34282,Writing,1.38
nm0591774,0,Jack Mintz,1494058,Acting,0.6
nm0928444,1,Hagar Wilde,13803,Writing,0.615
nm0005797,2,Russell Metty,13809,Camera,1.932
nm0299898,1,Franziska Gaal,590795,Acting,0.6
nm0837989,2,C. Gardner Sullivan,587951,Writing,0.648
nm0136853,2,Julien Carette,11541,Acting,1.166
nm0496614,2,Fernand Ledoux,34583,Acting,1.708
nm0957652,2,Émile Zola,87667,Writing,2.096
nm0354623,2,Raymond Hakim,9750,Production,0.6
nm0354624,2,Robert Hakim,9751,Production,0.6
nm0311240,1,Luella Gear,96271,Acting,1.052
nm0112198,1,Phyllis Brooks,120758,Acting,1.4
nm0950958,2,Victor Sen Yung,82385,Acting,1.708
nm0172287,2,Eddie Collins,5461,Acting,1.4
nm0819546,0,Chandler Sprague,1133921,Writing,0.6
nm0590189,1,Shirley Mills,567800,Acting,0.652
nm0093001,0,Bob Bollinger,1089223,Acting,0.6
nm0725173,2,Warner Richmond,33701,Acting,1.4
nm0244351,0,Diana Durrell,1089224,Acting,0.6
nm0720886,2,Harry Revier,133094,Directing,0.972
nm0005770,2,Marcel Le Picard,120204,Camera,1.4
nm0877589,0,Helene Turner,1289040,Editing,0.6
nm0140695,0,Dorothy Carrol,1089225,Acting,0.6
nm1653313,0,George Humphreys,1089226,Acting,0.6
nm0906109,2,Sidney Wagner,120313,Camera,1.4
nm0516883,1,Kathleen Lockhart,34182,Acting,0.6
nm0452953,2,Terry Kilburn,81933,Acting,1.4
nm0188743,2,A.J. Cronin,424215,Writing,1.4
nm0693281,2,H. C. Potter,83399,Directing,1.4
nm0656175,1,Gale Page,81018,Acting,1.4
nm0356890,2,Billy Halop,95296,Acting,1.788
nm0166058,2,William Clemens,89924,Directing,1.4
nm0928108,2,Crane Wilbur,84940,Writing,1.526
nm0792605,2,Vincent Sherman,19528,Directing,2.188
nm0527905,0,Aleksei Lyarsky,1089250,Acting,0.6
nm0557127,0,Varvara Massalitinova,1089251,Acting,0.6
nm0873933,2,Mikhail Troyanovsky,593088,Acting,1.949
nm0017974,0,Yelizaveta Alekseyeva,1089252,Acting,0.6
nm0233091,0,Mark Donskoy,574846,Directing,1.38
nm0796063,2,Lev Shvarts,1624582,Crew,0.6
nm0947643,2,Pyotr Yermolov,1386313,Camera,0.6
nm0893918,2,Henri Verdun,47959,Sound,0.98
nm0163588,2,Aimé Clariond,544938,Acting,1.081
nm0160108,2,Christian-Jaque,48995,Directing,1.4
nm0905001,0,Pierre Véry,39495,Writing,1.008
nm0906774,0,Gilbert Wakefield,1305093,Writing,1.4
nm0336682,0,Hugh Gray,89595,Writing,0.6
nm0515193,2,Roger Livesey,83907,Acting,1.4
nm0457070,0,Patrick Kirwan,928831,Writing,0.98
nm0581010,0,Milton Merlin,1470873,Writing,0.98
nm0000023,1,Judy Garland,9066,Acting,2.55
nm0108511,1,Fanny Brice,129432,Acting,0.6
nm0753249,1,Florence Ryerson,9053,Writing,1.4
nm0344390,2,James Gruen,1064198,Writing,0.6
nm0496185,1,Ginette Leclerc,102864,Acting,1.38
nm0885137,2,Robert Vattier,117901,Acting,1.708
nm0320274,2,Jean Giono,70805,Writing,1.38
nm0072301,2,Georges Benoît,319603,Camera,0.6
nm0321216,0,Wyndham Gittens,33692,Writing,0.997
nm0788284,2,Frank Shannon,33362,Acting,1.4
nm0066247,2,Ford Beebe,11431,Directing,1.295
nm0384616,2,Robert F. Hill,33690,Directing,1.4
nm0870816,0,Ray Trampe,928437,Writing,0.6
nm0355963,0,Norman S. Hall,32179,Writing,1.4
nm0002092,2,John Garfield,81970,Acting,2.804
nm0528705,2,Jeffrey Lynn,90517,Acting,1.736
nm0453885,0,Lawrence Kimble,113708,Writing,0.98
nm0338901,2,Richard Greene,32128,Acting,2.484
nm0001695,2,George Sanders,3361,Acting,4.604
nm0381280,2,Sig Herzig,178338,Writing,1.38
nm0281556,2,Walter Reisch,12362,Writing,1.265
nm0336380,2,Fernand Gravey,30774,Acting,1.932
nm0466295,1,Miliza Korjus,235544,Acting,0.6
nm0718106,2,Gottfried Reinhardt,127522,Directing,1.166
nm0459678,0,Wally Kline,1104844,Writing,0.6
nm0358213,2,William Hamilton,30179,Editing,1.4
nm0174712,0,Peggy Conklin,136999,Acting,0.6
nm0000840,1,Lucille Ball,40174,Acting,1.684
nm0005832,2,Franz Planer,1940,Camera,0.636
nm0000817,2,Lew Ayres,2007,Acting,1.419
nm0728305,2,Everett Riskin,977767,Production,0.6
nm0639051,2,Louis Née,11577,Camera,0.6
nm0001916,1,Arletty,25154,Acting,1.499
nm0042179,2,Jean Aurenche,40531,Writing,1.4
nm0005882,2,Theodor Sparkuhl,48054,Camera,0.6
nm0237655,1,Ellen Drew,84485,Acting,1.943
nm0565199,0,Justin Huntly McCarthy,1167853,Writing,0.6
nm0006119,2,Richard Hageman,88673,Sound,1.4
nm0118758,2,Robert Buckner,20371,Writing,1.748
nm0728002,0,Clements Ripley,1172557,Writing,0.98
nm0205244,2,Owen Davis,1191097,Writing,1.38
nm0276227,0,Dorothy Fields,148863,Writing,0.6
nm0204843,1,Joan Davis,218442,Acting,1.4
nm0240358,0,Amanda Duff,229632,Acting,1.566
nm0384248,0,Ethel Hill,95636,Writing,1.4
nm0912090,2,Darrell Ware,556858,Writing,0.98
nm0809548,2,Paul Girard Smith,119534,Writing,1.96
nm0285218,2,John Taintor Foote,5031,Writing,1.4
nm0005823,2,Ernest Palmer,137885,Camera,1.4
nm0005960,0,Eric Bengtson,494079,Sound,0.6
nm0841061,2,Tore Svennberg,227405,Acting,1.22
nm0753062,2,Georg Rydeberg,48571,Acting,1.943
nm0074863,1,Stina Bergman,280812,Writing,1.094
nm0516994,1,Margaret Lockwood,14298,Acting,1.788
nm0714878,2,Michael Redgrave,7640,Acting,1.4
nm0924781,1,Ethel Lina White,14291,Writing,0.6
nm0752528,1,Elaine Ryan,1079817,Writing,0.6
nm0152157,1,Anne Morrison Chapin,1184114,Writing,0.632
nm0860828,2,Walter Thompson,19334,Editing,1.4
nm0811023,2,David Snell,19407,Sound,0.6
nm0525067,2,William Ludwig,117720,Writing,1.129
nm0107858,0,Vivien R. Bretherton,1203330,Writing,0.6
nm0598267,2,John Monks Jr.,82790,Writing,1.4
nm0505249,2,Sam Levene,14574,Acting,2.304
nm0580263,1,Frances Mercer,165165,Acting,0.652
nm0258525,2,Philip G. Epstein,2666,Writing,2.391
nm0277943,0,Fred F. Finklehoffe,13982,Writing,0.648
nm0494753,0,Fanny Heaslip Lea,1284507,Writing,0.6
nm0193232,2,Alan Curtis,83253,Acting,1.544
nm0959003,2,Stefan Zweig,14354,Writing,1.943
nm0605923,2,Robert Morley,6599,Acting,1.844
nm0022437,0,Jean-Paul Alphen,960721,Crew,0.6
nm0719749,2,Pierre Renoir,25159,Acting,1.092
nm0216209,1,Lise Delamare,34824,Acting,1.4
nm0002569,2,Carl Koch,11529,Visual Effects,1.4
nm0711657,0,E.J. Rath,1306222,Writing,1.048
nm0665875,2,John Patrick,69393,Writing,0.98
nm0049890,0,Dick Baldwin,229625,Acting,0.6
nm0054609,1,Lynn Bari,104199,Acting,1.952
nm0515989,2,George Lloyd,83397,Acting,0.772
nm0421218,1,Maxine Jennings,89912,Acting,0.6
nm0107574,1,Evelyn Brent,86827,Acting,1.4
nm0928840,0,Hugh Wiley,229655,Writing,0.6
nm0774465,2,Russell F. Schoengarth,29636,Editing,0.828
nm0536604,1,Mary Maguire,103949,Acting,1.4
nm0170293,0,Norman Colbert,105480,Editing,0.6
nm0650995,2,Frank Orth,30240,Acting,1.582
nm0335748,1,Bonita Granville,14870,Acting,1.712
nm0514344,2,John Litel,16766,Acting,2.639
nm0827263,2,James Stephenson,82382,Acting,1.076
nm0858833,2,Frankie Thomas,89925,Acting,1.62
nm0303930,2,Kenneth Gamet,103674,Writing,1.382
nm0444696,1,Mildred Wirt Benson,1287378,Writing,0.6
nm0640116,2,L. William O'Connell,34342,Camera,1.38
nm0535838,2,Frank Magee,111418,Editing,0.98
nm0607500,0,Honore Morrow,1210378,Writing,0.6
nm0725218,0,Conrad Richter,936340,Writing,0.98
nm0207214,0,Henri de Baillet-Latour,10276,Acting,1.38
nm0017049,0,David Albritton,10274,Acting,0.6
nm0073596,0,Jack Beresford,10275,Acting,0.6
nm1748397,0,Velma Dunn,10304,Acting,0.6
nm1871000,0,Ralf Berzsenyi,10299,Acting,0.6
nm1747452,0,Ferenc Csík,10300,Acting,0.6
nm1747492,0,Richard Degener,10301,Acting,0.694
nm1943975,0,Willemijntje den Ouden,10302,Acting,0.6
nm1866030,0,Charles des Jammonières,10303,Acting,0.6
nm0344645,2,Anatole de Grunwald,119322,Writing,1.053
nm0384908,1,Wendy Hiller,13325,Acting,1.823
nm0493347,2,Wilfrid Lawson,106154,Acting,1.548
nm0517919,1,Marie Lohr,90644,Acting,1.4
nm0002190,2,Anthony Asquith,32919,Directing,1.417
nm0789737,2,George Bernard Shaw,33085,Writing,1.166
nm0507021,0,Cecil Lewis,1314116,Writing,0.6
nm0006807,1,Michèle Morgan,35254,Acting,2.269
nm0105482,2,Pierre Brasseur,24476,Acting,1.009
nm0073394,2,Leonardo Bercovici,89593,Writing,1.008
nm0371775,2,Louis Hayward,39799,Acting,1.4
nm0413519,2,Felix Jackson,105570,Writing,1.4
nm0876562,2,Karl Tunberg,10003,Writing,1.289
nm0262213,0,Don Ettlinger,117778,Writing,1.4
nm0927752,0,Kate Douglas Wiggin,555886,Writing,0.6
nm0615065,2,John Murray,1182477,Writing,0.6
nm0096394,2,Allen Boretz,240838,Writing,1.38
nm0517222,2,Philip Loeb,125807,Acting,0.6
nm0840342,1,Kay Sutton,139322,Acting,0.98
nm0354947,2,Jonathan Hale,12502,Acting,1.943
nm0803162,0,William Sistrom,139319,Production,0.6
nm0272794,2,Fernandel,69958,Acting,4.824
nm0067936,0,Léon Belières,150859,Acting,0.608
nm0621790,0,Ogden Nash,1081968,Writing,1.4
nm0935773,0,Keith Winter,94327,Writing,0.652
nm0567408,1,Hattie McDaniel,11498,Acting,1.266
nm0759029,2,Waldo Salt,14677,Writing,0.652
nm0122322,1,Dana Burnet,1020501,Writing,0.6
nm0012196,0,Larry Adler,1246158,Acting,0.6
nm0426534,0,Arthur Johnston,29758,Sound,0.6
nm0109532,0,Myron Brinig,1114044,Writing,0.6
nm0001961,2,Ray Bolger,9068,Acting,3.06
nm0208691,0,Fred De Gresac,1388805,Writing,0.6
nm0808431,0,Harry B. Smith,1466761,Writing,0.6
nm0809752,0,Robert B. Smith,1466762,Writing,0.6
nm0622462,1,Grete Natzler,590712,Acting,0.84
nm0455373,2,Walter Woolf King,1219018,Acting,1.4
nm0624535,2,Jean Negulesco,19606,Directing,2.268
nm0606558,2,Glenn Morris,245486,Acting,0.6
nm0391490,1,Eleanor Holm,939965,Acting,0.6
nm0330059,2,C. Henry Gordon,13356,Acting,1.573
nm0496505,0,D. Ross Lederman,111462,Directing,2.681
nm0426108,0,Robert Lee Johnson,1119876,Writing,1.38
nm0889192,0,Jay Vann,1440025,Writing,0.6
nm0504344,2,Sol Lesser,592943,Production,0.6
nm0826588,2,Mack Stengler,120192,Camera,1.614
nm0193260,2,Billy Curtis,102426,Acting,0.732
nm0603215,1,Yvonne Moray,128937,Acting,0.6
nm0722372,0,'Little Billy' Rhodes,128938,Acting,0.6
nm0686845,2,Billy Platt,128939,Acting,0.6
nm0627864,2,Sam Newfield,52172,Directing,0.652
nm0617202,2,Fred Myton,52173,Writing,1.4
nm0548788,0,Clarence Marks,1025672,Writing,1.4
nm0119148,0,Jed Buell,976954,Production,0.6
nm0107132,2,Milton H. Bren,89737,Production,0.6
nm0718871,2,Erich Maria Remarque,2001,Writing,1.38
nm0020041,0,William Alland,11030,Production,1.4
nm0001072,2,Joseph Cotten,7664,Acting,2.709
nm0629931,1,Virginia Nicholson,1173697,Acting,0.6
nm0057422,2,Edgar Barrier,78849,Acting,2.282
nm0290086,1,Arlene Francis,5791,Acting,1.052
nm0000080,2,Orson Welles,40,Directing,3.632
nm0319069,0,William Gillette,102364,Writing,0.98
nm0002144,2,John Houseman,11783,Acting,1.557
nm0242275,0,Harry Dunham,1342307,Directing,0.6
nm0943782,1,I.A.R. Wylie,119392,Writing,1.4
nm0678162,2,Boris Petrov,1722876,Camera,0.6
nm0407970,2,Igor Ilyinsky,29196,Acting,1.96
nm0901673,0,Vladimir Volodin,273368,Acting,0.98
nm0646271,0,Pavel Olenev,372544,Acting,0.6
nm0031072,0,Sergei Antimonov,674355,Acting,0.6
nm0901776,2,Mikhail Volpin,1097077,Writing,1.932
nm0102167,0,Malcolm Stuart Boylan,33245,Writing,1.4
nm0918044,0,Kurt Weill,134331,Sound,1.4
nm0142568,1,Lynne Carver,129328,Acting,0.63
nm0118807,2,Harold S. Bucquet,33026,Directing,1.4
nm0062738,0,Max Brand,33027,Writing,0.636
nm0695456,2,Gilbert Pratt,148656,Directing,0.652
nm0651585,2,Paul Osborn,2748,Writing,1.38
nm0089637,2,Edwin Blum,9100,Writing,1.4
nm0841848,0,Neil H. Swanson,1150488,Writing,0.98
nm0172141,2,Anthony Collins,95015,Sound,0.98
nm0340706,1,Virginia Grey,19967,Acting,1.052
nm0930431,0,Derick Williams,123772,Camera,0.6
nm0520959,1,Glennis Lorimer,231087,Acting,0.6
nm0048653,2,Kenny Baker,550529,Acting,1.4
nm0106505,2,Irving Brecher,13981,Writing,1.052
nm0002013,2,Charles Coburn,11169,Acting,2.731
nm0007214,2,Frank Albertson,78902,Acting,2.627
nm0696481,2,Robert Preston,40202,Acting,2.268
nm0942118,0,Percival Christopher Wren,116393,Writing,1.4
nm0118736,0,Nathalie Bucknall,1043819,Writing,0.6
nm0404046,1,Ruth Hussey,14683,Acting,1.678
nm0914519,2,Bobs Watson,199468,Acting,0.98
nm0092015,2,Endre Bohem,95318,Writing,0.6
nm0006324,0,Ernst Toch,33249,Sound,0.6
nm0001362,2,Bob Hope,82388,Acting,0.81
nm0823395,2,Lynn Starling,1091264,Writing,0.692
nm0164958,2,Richard Clarke,120777,Acting,0.6
nm0399346,2,Harold Huber,32435,Acting,1.4
nm0442456,1,Gina Kaus,115848,Writing,0.6
nm0448839,2,Robert E. Kent,109704,Writing,1.561
nm0428178,0,Guy Jones,97234,Sound,0.6
nm0930776,2,Hugh Williams,30227,Acting,1.38
nm0350486,1,Greta Gynt,97236,Acting,1.708
nm0002269,2,Edmon Ryan,24549,Acting,1.388
nm0838820,2,Walter Summers,97232,Directing,0.98
nm0034592,0,John Argyle,97233,Production,0.6
nm0280242,1,Geraldine Fitzgerald,30226,Acting,1.4
nm0108108,2,George Emerson Brewer Jr.,235524,Writing,0.6
nm0664990,2,Joe Pasternak,94115,Production,0.6
nm0249526,0,Walter D. Edmonds,1085187,Writing,0.6
nm0644114,0,Jerome Odlum,85761,Writing,0.6
nm0815433,1,Ann Sothern,87685,Acting,1.01
nm0101350,2,Lee Bowman,105505,Acting,1.832
nm0475823,2,Harry Kurnitz,17843,Writing,0.98
nm0005954,2,C. Bakaleinikoff,121316,Sound,1.286
nm0072021,2,Robert Russell Bennett,1151862,Sound,0.694
nm0005901,2,Armand Thirard,2579,Camera,0.608
nm0289858,2,Victor Francen,29743,Acting,1.4
nm0803015,2,Robert Sisk,117721,Production,0.6
nm0001017,2,John Carradine,8516,Acting,3.073
nm0874308,2,Dalton Trumbo,11993,Writing,1.156
nm0922264,0,Nathanael West,41282,Writing,2.588
nm0140958,2,Richard Carroll,117630,Writing,0.98
nm0607448,0,Boris Morros,90378,Sound,0.6
nm0306786,2,Reginald Gardiner,14029,Acting,1.732
nm0771622,0,Fred Schiller,930386,Writing,0.6
nm0166234,2,John Clements,65851,Acting,1.356
nm0243454,1,June Duprez,39800,Acting,1.4
nm0906932,2,Adolf Wohlbrück,88935,Acting,2.17
nm0678693,2,Frank Pettingell,106626,Acting,1.4
nm0179451,1,Cathleen Cordell,153422,Acting,0.84
nm0225555,2,Thorold Dickinson,253716,Directing,0.6
nm0358096,2,Patrick Hamilton,17905,Writing,1.63
nm0092658,1,Bridget Boland,70296,Writing,0.994
nm0179825,0,John Corfield,587791,Production,0.6
nm0000034,2,William Holden,8252,Acting,4.876
nm0002011,2,Lee J. Cobb,5248,Acting,4.272
nm0578439,2,Lewis Meltzer,7336,Writing,1.033
nm0850168,2,Daniel Taradash,20600,Writing,1.4
nm0593565,1,Margaret Mitchell,11487,Writing,0.6
nm0002093,1,Greer Garson,93805,Acting,0.752
nm0590055,2,John Mills,11859,Acting,1.907
nm0556178,0,Eric Maschwitz,1085085,Writing,0.6
nm0728875,2,Jimmy Ritz,103792,Acting,1.38
nm0728871,2,Harry Ritz,103791,Acting,1.4
nm0728867,2,Al Ritz,1163067,Acting,1.4
nm0396043,0,Winfield Hoskins,555756,Visual Effects,0.6
nm0236756,0,Jessica Dragonette,1238764,Acting,0.6
nm0743595,0,Lanny Ross,143466,Acting,0.98
nm0173416,2,Pinto Colvig,5462,Acting,1.566
nm0397175,2,Cal Howard,785866,Writing,0.6
nm0281487,2,Dave Fleischer,143463,Directing,1.242
