,gender,name,id,known_for_department,popularity
nm0404407,2,Tim Hutchinson,12651,Art,0.6
nm0642239,1,Maggie O'Neill,80147,Acting,1.22
nm0601881,2,Simon Moore,21705,Writing,2.744
nm0247626,2,Brian Eastman,65329,Production,0.6
nm0031697,2,Tariq Anwar,8219,Editing,0.6
nm0001824,1,Ally Walker,18316,Acting,2.161
nm0062332,2,Craig Baumgarten,14695,Production,0.98
nm0701217,2,George Putnam,1223930,Writing,0.828
nm0441205,2,John Katchmer,229300,Writing,NaN
nm0171474,2,Lewis Colick,52035,Writing,1.4
nm0225789,1,Evelyne Didi,49756,Acting,1.186
nm0613860,2,Henri Murger,108705,Writing,1.4
nm0382175,0,Klaus Heydemann,4832,Production,0.6
nm0322083,2,Arnold Glassman,71466,Editing,0.6
nm0565342,2,Todd McCarthy,1057662,Acting,0.6
nm0760523,0,Stuart Samuels,1057663,Directing,0.828
nm0775262,1,Nancy Schreiber,17048,Camera,0.828
nm0950165,2,William Allen Young,53087,Acting,1.96
nm0825790,2,Michael Steinberg,7406,Production,0.84
nm0134586,1,Marie Cantin,59564,Production,0.6
nm0362183,2,Steve Hardie,56071,Art,0.694
nm0773635,1,Monika Schnarre,101905,Acting,1.774
nm0006642,1,Nancy Paloian,100266,Production,0.6
nm0000196,2,Mike Myers,12073,Acting,6.071
nm0877425,1,Bonnie Turner,56156,Writing,1.094
nm0877901,2,Terry Turner,56157,Writing,1.583
nm0386871,2,Michael Hitchcock,75463,Acting,1.4
nm0903717,2,Kurt Voss,21404,Directing,0.6
nm0078473,2,Paul Hertzberg,42368,Production,0.6
nm0786732,2,Paul Seydor,25141,Editing,0.6
nm0001609,1,Rosie Perez,4810,Acting,2.482
nm0274508,1,Tyra Ferrell,9782,Acting,1.03
nm0712896,0,Kimberly Ray,56594,Editing,0.694
nm0579977,2,Peter Menzies Jr.,17629,Camera,0.98
nm0000168,2,Samuel L. Jackson,2231,Acting,15.471
nm0641383,0,Patrick O'Hearn,57751,Sound,0.6
nm0345637,2,Mac Gudgeon,1185064,Writing,0.6
nm0071312,0,Jeff Benjamin,126634,Writing,0.6
nm0891094,0,Roger Vaughan,126635,Writing,0.6
nm0633352,0,Johnny Njo,65982,Sound,0.6
nm0947447,2,Donnie Yen,1341,Acting,12.78
nm0372099,0,Xiao He,555634,Writing,0.6
nm0451604,0,Farhad Kheradmand,930120,Acting,0.6
nm0063202,0,Buba Bayour,677707,Acting,0.608
nm0668537,0,Homayun Payvar,554587,Camera,0.6
nm0768390,0,Changiz Sayad,1355167,Sound,0.6
nm0769855,0,Perry Schaffer,22327,Editing,0.6
nm0075087,1,Helena Bergström,18068,Acting,1.339
nm0938314,2,Rikard Wolff,112865,Acting,1.4
nm0117429,2,Reine Brynolfsson,67989,Acting,1.4
nm0638324,0,Colin Nutley,22323,Directing,1.4
nm0197134,0,Lars Dahlquist,112869,Production,0.6
nm0720277,2,Antonio Resines,37569,Acting,1.581
nm0029962,2,Álex Angulo,3813,Acting,1.388
nm0270073,0,Frédérique Feder,1354,Acting,0.694
nm0895577,0,Juan Viadas,93830,Acting,0.98
nm0407067,2,Álex de la Iglesia,57865,Directing,1.594
nm0346277,2,Jorge Guerricaechevarría,3788,Writing,0.84
nm0021948,2,Agustín Almodóvar,952,Production,2.221
nm0214431,0,Def Con Dos,1332351,Sound,0.6
nm0003032,2,Bob Ducsay,7784,Editing,0.652
nm0814085,2,Stephen Sommers,7775,Writing,1.68
nm0267586,0,Linda Faye Farkas,1190701,Acting,0.98
nm0168379,2,Jay Cocks,14393,Writing,0.6
nm0567574,2,Shane McDermott,105158,Acting,2.176
nm0001293,2,Seth Green,13922,Acting,2.768
nm0694044,1,Brittney Powell,95939,Acting,3.293
nm0175621,2,Chris Conrad,227199,Acting,1.614
nm0101385,2,Rob Bowman,12523,Directing,1.69
nm0031894,2,Bill Apablasa,227197,Writing,0.6
nm0568544,2,Stephen McEveety,8747,Production,0.6
nm0357979,2,Josh Hamilton,52419,Acting,1.286
nm0708873,2,Bruce Ramsay,7039,Acting,3.752
nm0713872,0,Piers Paul Read,52417,Writing,0.6
nm0721336,2,Lee Reyes,94087,Acting,1.216
nm0243272,1,Anne Dupont,94088,Acting,0.6
nm0104096,2,Bob Bralver,170706,Directing,1.4
nm0490417,2,Greg Latter,19687,Acting,1.009
nm1255730,0,George Saunders,216662,Writing,0.98
nm0117139,2,John Bryant Hedberg,1120222,Writing,0.6
nm0005280,1,Rosie O'Donnell,12929,Acting,2.996
nm0001199,2,Dennis Farina,1117,Acting,2.076
nm0637181,2,Nancho Novo,16948,Acting,NaN
nm0077361,0,Gonzalo F. Berridi,16942,Camera,NaN
nm0040575,2,David Atkins,67910,Writing,0.6
nm0549366,2,Yves Marmion,54288,Production,0.98
nm0001110,1,Embeth Davidtz,6368,Acting,7.128
nm0317956,2,Marcus Gilbert,11763,Acting,1.569
nm0000718,2,Ian Abercrombie,11764,Acting,4.327
nm0878087,2,Daniel L. Turrett,1434621,Camera,0.98
nm0019172,1,Kristian Alfonso,158011,Acting,2.256
nm0002184,2,Vic Armstrong,15358,Crew,1.4
nm0035609,0,Andy Armstrong,15024,Crew,1.38
nm0224532,0,Illana Diamant,585506,Production,0.6
nm0345146,2,Gu Changwei,66169,Camera,1.4
nm0955342,2,Zhang Fengyi,65277,Acting,2.551
nm0311212,2,Ge You,76913,Acting,1.708
nm0523760,0,Lu Wei,27074,Writing,0.6
nm0415828,0,Ganesh Jain,94277,Production,0.6
nm0451321,2,Shah Rukh Khan,35742,Acting,20.609
nm0004418,1,Kajol,55061,Acting,4.961
nm0452021,2,Akash Khurana,284463,Acting,1.052
nm0736360,2,Jan Roelfs,20292,Art,1.264
nm0000566,1,Julia Ormond,15887,Acting,6.154
nm0832104,2,Philip Stone,694,Acting,1.646
nm0479933,2,Jonathan Lacey,146758,Acting,0.676
nm0943527,0,Chris Wyatt,31437,Editing,0.6
nm0005537,0,Don Was,73185,Production,0.6
nm0001324,2,Ian Hart,10985,Acting,1.961
nm0049049,2,Gary Bakewell,73180,Acting,1.22
nm0812200,2,Iain Softley,1978,Directing,0.694
nm0911853,2,Stephen Ward,73184,Writing,0.6
nm0245493,1,Finola Dwyer,51675,Production,0.6
nm0044064,0,Suresh Ayyar,75517,Editing,0.6
nm0394034,2,Nicholas Hope,81172,Acting,0.98
nm0071239,1,Claire Benito,559315,Acting,0.6
nm0182995,2,Ralph Cotterill,97331,Acting,1.4
nm0109771,2,Syd Brisbane,112705,Acting,0.828
nm0208854,0,Rolf de Heer,112674,Directing,0.98
nm0237210,0,Giorgio Draskovic,1115013,Production,0.6
nm0698271,2,Domenico Procacci,72051,Production,0.6
nm0850374,0,Graham Tardif,112681,Sound,0.6
nm0428244,2,Ian Jones,69805,Camera,0.6
nm0628757,2,Francis Ng,63584,Acting,3.662
nm0525316,0,Elaine Lui,83638,Acting,0.6
nm0950553,2,Ronny Yu,17268,Directing,2.484
nm1295635,2,Liang Yusheng,66775,Writing,0.6
nm0722713,2,Dan Riba,34921,Directing,0.6
nm0175834,2,Kevin Conroy,34947,Acting,1.97
nm0705779,2,Eric Radomski,35270,Directing,0.6
nm0863622,2,Bruce Timm,34934,Acting,1.02
nm0022828,2,Kevin Altieri,35266,Directing,1.4
nm0456631,2,Boyd Kirkland,35267,Directing,1.4
nm0667469,2,Frank Paur,35268,Directing,1.4
nm0144938,2,Christopher Castile,65299,Acting,1.439
nm0402901,1,Kelly Hunter,192940,Acting,0.84
nm0425788,0,Maudie Johnson,137780,Acting,0.6
nm0000194,1,Julianne Moore,1231,Acting,10.017
nm0075727,2,Barry Berman,174330,Writing,1.4
nm0573905,0,Lesley McNeil,983116,Production,0.6
nm0036641,1,Susan Arnold,16158,Production,0.6
nm0744828,1,Donna Roth,18322,Production,0.6
nm0343361,2,Edan Gross,134340,Acting,0.98
nm0820852,2,Jim Staahl,44894,Writing,0.828
nm0046033,2,Diedrich Bader,5727,Acting,1.763
nm0279576,2,Jim Fisher,67908,Writing,0.6
nm0455767,2,Terry Kinney,11067,Acting,0.982
nm0614641,0,Reilly Murphy,39115,Acting,0.6
nm0162888,0,Raymond Cistheri,39105,Writing,0.6
nm0296827,2,Marc Frydman,68390,Production,0.98
nm0569790,2,Douglas McGrath,32983,Directing,1.052
nm0152082,2,Damian Chapa,58646,Acting,1.4
nm0001963,2,Jesse Borrego,58647,Acting,1.96
nm0000973,2,Benjamin Bratt,4589,Acting,3.861
nm0145049,2,Enrique Castillo,16427,Acting,0.6
nm0045180,0,Jimmy Santiago Baca,58653,Writing,0.6
nm0406228,2,Jeremy Iacone,57650,Writing,0.6
nm0528337,1,Jennifer Chambers Lynch,14800,Directing,1.604
nm0129310,0,Philippe Caland,112746,Production,0.694
nm0563604,2,Carl Mazzocone,364835,Production,0.6
nm0000969,2,Lillo Brancato,17917,Acting,3.068
nm0135584,2,Francis Capra,17918,Acting,1.4
nm0453091,2,Jon Kilik,4446,Production,NaN
nm0522689,2,Robert Q. Lovett,17949,Editing,0.6
nm0254402,2,Chris Elliott,1534,Acting,12.76
nm0205542,1,Tamra Davis,57691,Directing,1.4
nm0313555,2,Nelson George,551989,Directing,1.4
nm0516598,2,Robert LoCash,13429,Writing,1.4
nm0126653,2,Willi Bär,42149,Production,0.608
nm0000491,2,John Leguizamo,5723,Acting,5.806
nm0106841,0,Michael Bregman,56109,Production,0.6
nm0390742,2,Keith Holland,1070312,Camera,1.094
nm0540542,0,Darren Moloney,122602,Directing,1.38
nm0112488,0,John Brosnan,1063134,Writing,0.6
nm0254291,2,Mike Elliott,37021,Production,1.335
nm0392627,2,Nigel Holton,147421,Sound,0.6
nm0085773,0,Stephen Blackman,1058110,Crew,0.6
nm0731720,0,Andrew N. Robertson,1241764,Acting,0.6
nm0183553,0,Alice Coulthard,143447,Acting,0.6
nm0083607,0,Ned Birkin,143448,Acting,0.6
nm0317963,0,Bee Gilbert,1082913,Writing,0.6
nm0790481,2,Ed Shearmur,1999,Sound,0.828
nm0910800,2,Michael Wandmacher,60102,Sound,0.6
nm0950552,2,Yu Rong-Guang,120725,Acting,3.975
nm0154235,2,Wakin Chau,67889,Acting,1.4
nm0160803,1,Athena Chu,87942,Acting,2.418
nm0437645,0,Sui Lai Kang,1173613,Writing,0.6
nm0359180,0,Mok Tang Han,1173612,Writing,0.6
nm0876602,0,Barbie Tung,46321,Production,0.98
nm0832164,0,Scott A. Stone,984954,Production,0.6
nm0461679,2,Terence Knox,102714,Acting,1.01
nm0771121,2,Paul Scherrer,102715,Acting,0.6
nm0093174,2,Ryan Bollman,95645,Acting,1.4
nm0163775,1,Christie Clark,102716,Acting,0.6
nm0002606,0,David Price,102709,Directing,1.96
nm0012155,2,Gilbert Adler,10953,Production,1.38
nm0822457,0,David G. Stanley,1102776,Production,0.6
nm0338886,2,Peter Greene,11803,Acting,4.046
nm0506202,0,Alice Levitt,36198,Acting,0.6
nm0654208,0,Megan Owen,36196,Acting,0.728
nm0531778,0,Jennifer MacDonald,36197,Acting,0.6
nm0449868,2,Lodge Kerrigan,17277,Directing,1.4
nm0746524,0,Hahn Rowe,36194,Sound,0.6
nm0542364,2,Teodoro Maniaci,32603,Camera,0.6
nm0274822,0,Tania Ferrier,36195,Art,0.6
nm0005508,1,Janine Turner,51580,Acting,1.78
nm0519026,2,John Long,57401,Writing,0.728
nm0289833,2,Michael France,10703,Writing,0.6
nm0004852,1,Jane Curtin,58184,Acting,2.824
nm0461446,2,Robert Knott,16430,Acting,0.828
nm0672103,2,Jonathan Penner,226651,Acting,1.017
nm0205569,2,Tom Davis,58182,Acting,0.6
nm0824406,1,Dawn Steel,11899,Production,0.6
nm0234791,2,Doug E. Doug,12975,Acting,0.766
nm0507644,2,Rawle D. Lewis,12976,Acting,1.4
nm0796848,1,Lynn Siefert,12963,Writing,0.6
nm0842476,2,Tommy Swerdlow,12965,Acting,1.4
nm0325271,2,Michael Goldberg,12966,Writing,0.6
nm0325382,2,Norman D. Golden II,72885,Acting,0.98
nm0852466,1,Holland Taylor,11318,Acting,4.953
nm0003232,0,Michael S. Bolton,1136056,Art,0.98
nm0000224,1,Alicia Silverstone,5588,Acting,6.649
nm0788454,2,Alan Shapiro,129941,Writing,0.6
nm0814592,0,Bunty Soorma,1540331,Directing,0.6
nm0714987,2,Anthony Redman,39108,Editing,0.98
nm0273997,0,Nancy Ferrara,1379575,Acting,0.6
nm0049888,2,Declan Baldwin,64924,Production,0.6
nm0004205,2,John Frick,59475,Art,0.6
nm0518715,2,Jason London,52474,Acting,1.353
nm0927812,2,Wiley Wiggins,56934,Acting,1.708
nm0000190,2,Matthew McConaughey,10297,Acting,11.86
nm0168262,2,Rory Cochrane,51792,Acting,1.315
nm0413208,2,James Jacks,7780,Production,0.98
nm0010471,1,Sandra Adair,580,Editing,0.694
nm0104193,2,Marco Brambilla,58838,Directing,0.6
nm0006997,2,Peter M. Lenkov,58839,Writing,2.231
nm0001253,2,Mason Gamble,15252,Acting,1.574
nm0450477,2,Hank Ketcham,71428,Writing,0.98
nm0188066,0,Ivo Cristante,62584,Art,0.6
nm0627624,2,George Newbern,59222,Acting,1.678
nm0626409,2,Avi Nesher,95550,Directing,1.96
nm0434222,2,Jan A.P. Kaczmarek,22680,Sound,0.6
nm0457032,0,Sven Kirsten,935542,Camera,0.6
nm0726186,1,Tatiana S. Riegel,33685,Editing,0.6
nm0359100,1,Jane Hamsher,3182,Production,0.6
nm0001092,2,Mark Dacascos,18702,Acting,4.715
nm0937930,2,Scott Wolf,24965,Acting,3.078
nm0905984,1,Kristina Wagner,24966,Acting,1.4
nm0950819,2,James Yukich,22636,Directing,1.38
nm0227704,2,Paul Dini,1211813,Writing,1.4
nm0205157,2,Michael Davis,24949,Writing,1.22
nm0332467,2,Peter Gould,24951,Writing,1.074
nm0495229,1,Michael Learned,65101,Acting,1.22
nm0004791,0,Linda Lee Cadwell,65103,Acting,1.4
nm0706311,2,John Raffo,65104,Writing,1.03
nm0297047,0,Bengt Fröderberg,997656,Art,0.6
nm0720699,0,Suzanne Reuter,76331,Acting,2.186
nm0955204,0,Zara Zetterqvist,123272,Acting,0.694
nm0405629,0,Mikael Håck,123273,Acting,1.094
nm0198059,2,Peter Dalle,73088,Acting,2.268
nm0591413,2,Ben Mink,1028792,Sound,0.6
nm0730478,2,Tom Robbins,147096,Writing,0.6
nm0680599,1,Lucy Phillips,1262602,Writing,0.6
nm0485807,1,k.d. lang,108988,Acting,1.932
nm0808076,2,Ebbe Roe Smith,116778,Acting,0.997
nm0598294,1,Eva Monley,1324933,Production,0.6
nm0092551,0,Sarel Bok,1432110,Acting,0.6
nm0378144,2,Jonathan Hensleigh,876,Writing,1.148
nm0307070,2,Pierce Gardner,52012,Writing,NaN
nm0414498,1,Katie Jacobs,41424,Production,0.608
nm0492924,2,Mark Christopher Lawrence,33501,Acting,1.186
nm0003686,0,John L. Demps Jr.,1096324,Crew,0.6
nm0087842,0,Stuart Blatt,1336022,Art,0.6
nm0947913,2,Rafael Yglesias,11453,Writing,0.6
nm0910591,2,Travis Walton,83779,Acting,0.6
nm0001300,2,John Grisham,11060,Writing,1.144
nm0149644,0,Kung-Yung Chai,82403,Writing,0.6
nm0796196,1,Josephine Siao,82177,Acting,1.96
nm0158414,2,Vincent Zhao,82400,Acting,4.9
nm0161045,0,Po Chu Chui,57615,Production,0.6
nm0875951,2,Michael Tucker,56695,Acting,1.015
nm0004286,2,Clifton Collins Jr.,5365,Acting,4.607
nm0624639,0,Troy Neighbors,68226,Writing,0.98
nm0270686,0,Steven Feinberg,68227,Writing,0.6
nm0892866,0,David Venable,68228,Writing,0.6
nm0289278,2,Terry Curtis Fox,68229,Writing,0.994
nm0725284,2,Jason James Richter,18259,Acting,1.279
nm0040739,1,Jayne Atkinson,18261,Acting,1.533
nm0907929,0,Keith Walker,445708,Acting,0.6
nm0506681,1,Jennie Lew Tugend,14337,Production,0.6
nm0232251,0,Osvaldo Donatién,72655,Editing,0.6
nm0675751,2,Jorge Perugorría,64846,Acting,1.96
nm0190489,2,Vladimir Cruz,72642,Acting,0.968
nm0406433,0,Mirta Ibarra,72644,Acting,0.772
nm0309839,2,Francisco Gattorno,72645,Acting,1.064
nm0846119,2,Juan Carlos Tabío,72647,Directing,0.694
nm0668590,0,Senel Paz,72648,Writing,0.6
nm0900028,0,José María Vitier,72653,Sound,NaN
nm0305707,0,Mario García Joya,72654,Camera,0.6
nm0000688,1,Sela Ward,6068,Acting,4.518
nm0836071,2,Wes Studi,15853,Acting,1.98
nm0887635,2,Kees Van Oostrum,48311,Camera,0.84
nm0787033,2,Michael Shaara,65234,Writing,0.6
nm0611889,2,Chris Mulkey,15824,Acting,2.979
nm0545998,2,Ted Marcoux,157053,Acting,1.097
nm0395078,2,Wil Horneff,171243,Acting,2.453
nm0847392,2,Masahiro Takashima,50653,Acting,1.684
nm0762963,1,Ryoko Sano,50654,Acting,2.588
nm0590840,0,Wataru Mimura,50652,Writing,0.98
nm0187724,1,Wendy Crewson,19957,Acting,4.185
nm0748035,2,Danny Rubin,1526,Writing,1.62
nm0016603,2,Trevor Albert,1525,Production,0.6
nm0425756,2,Mark Steven Johnson,16837,Writing,1.166
nm0075828,2,Richard C. Berman,69716,Production,0.6
nm0000319,1,Yancy Butler,20759,Acting,3.878
nm0018554,1,Khandi Alexander,19265,Acting,2.53
nm0633228,2,DeVaughn Nixon,8856,Acting,1.4
nm0406687,2,Leon Ichaso,78997,Directing,0.828
nm0459663,2,Robert Kline,355372,Production,0.6
nm0494693,1,Hiep Thi Le,167166,Acting,1.38
nm0441814,2,Omri Katz,65309,Acting,3.623
nm0489862,0,Clarissa Lassig,1344847,Acting,0.6
nm0770269,1,Sarah Schaub,180619,Acting,0.6
nm0017519,0,Don Alder,120990,Acting,0.98
nm0076204,2,Ed Bernard,1242308,Acting,0.6
nm0155942,2,Jeffrey Chernov,40592,Production,0.6
nm0039911,0,António Assunção,1159603,Acting,0.6
nm0021196,1,Isabel Allende,23330,Acting,0.699
nm0510908,2,Jong Lin,6230,Camera,0.6
nm0152061,2,Winston Chao,57054,Acting,2.506
nm0157771,0,May Chin,57056,Acting,0.6
nm0671824,0,Neil Peng,57051,Writing,0.6
nm0599074,0,Irene Montcada,1143438,Art,0.84
nm0000849,2,Javier Bardem,3810,Acting,4.777
nm0869850,1,Elisa Tovati,78224,Acting,1.166
nm0447240,2,Kunal Khemu,85454,Acting,1.96
nm0403981,0,Tahir Hussain,1141399,Directing,0.6
nm0188949,0,Alison Crosbie,1392738,Production,0.6
nm2535022,0,Philip King,1392739,Directing,0.6
nm0174840,0,Gerry Conlon,94737,Writing,0.6
nm0313623,2,Terry George,2589,Writing,1.38
nm0956065,0,Ulrich Zieger,65264,Writing,1.566
nm0718637,2,Richard Reitinger,2306,Writing,0.6
nm0271570,2,Ulrich Felsberg,5267,Production,1.38
nm0257209,2,Jack Engelhard,37433,Writing,0.6
nm0798711,2,Jeffrey Silver,20908,Production,1.38
nm0400816,2,Miko Hughes,8186,Acting,3.297
nm0380980,2,Marshall Herskovitz,9182,Production,2.253
nm0564627,0,Dan McCall,1377839,Writing,0.6
nm0501154,2,John D. LeMay,64741,Acting,0.694
nm0444443,1,Kari Keegan,64742,Acting,0.6
nm0546057,2,Adam Marcus,64743,Writing,1.22
nm0401095,2,Jay Huguely,64745,Writing,0.648
nm0520893,2,Dean Lorey,64746,Writing,0.6
nm0001034,1,Rosalind Chao,74073,Acting,2.125
nm0157796,1,Tsai Chin,10075,Acting,1.095
nm0911061,0,Wayne Wang,39819,Directing,2.188
nm0848819,1,Amy Tan,95973,Writing,0.6
nm0002614,2,Peter Levy,2044,Camera,0.6
nm0001459,2,Denis Leary,5724,Acting,4.595
nm0192342,0,Jere Cunningham,1088307,Writing,0.6
nm0506420,0,Gene Levy,71417,Production,1.4
nm0587331,2,David Milford,1569422,Acting,0.6
nm0784061,2,Dominic Sena,58498,Directing,0.694
nm0506629,0,Stephen Levy,69041,Writing,0.6
nm0568939,0,Aristides McGarry,69045,Production,0.6
nm0022134,1,Anabel Alonso,24894,Acting,1.62
nm0142964,2,Àlex Casanovas,26661,Acting,1.96
nm0482081,0,Santiago Lajusticia,26928,Acting,1.4
nm0103038,2,Jesse Bradford,17772,Acting,1.877
nm0396229,2,A. E. Hotchner,191678,Writing,0.6
nm0074100,2,Albert Berger,17172,Production,1.38
nm0540760,0,Barbara Maltby,4145,Production,0.6
nm0947695,2,Ron Yerxa,17173,Production,0.6
nm0672015,2,Zak Penn,11011,Writing,1.564
nm0498963,0,Adam Leff,57872,Writing,1.4
nm0000098,1,Jennifer Aniston,4491,Acting,5.513
nm0645949,2,Ken Olandt,70556,Acting,1.4
nm0428751,2,Mark Jones,70558,Writing,1.4
nm0540009,2,Jeffrey B. Mallian,70560,Production,0.6
nm0454349,2,Kevin Kiner,51588,Sound,1.22
nm0353963,0,Rob Hahn,60012,Camera,0.6
nm0896292,1,Christina Vidal,61904,Acting,1.384
nm0492909,2,Marc Lawrence,18323,Writing,1.176
nm0579678,2,Alan Menken,15813,Sound,0.609
nm0001389,2,Chris Isaak,6591,Acting,1.052
nm0302356,2,David Gallagher,59451,Acting,3.842
nm0526939,1,Tabitha Lupien,71167,Acting,0.608
nm0559581,2,Tatsuo Matsumura,110310,Acting,1.549
nm0865776,2,George Tokoro,78348,Acting,1.541
nm0950784,2,Masayuki Yui,19049,Acting,0.84
nm1486940,0,Hyakken Uchida,1050792,Writing,0.98
nm0945420,2,Hiroshi Yamamoto,1013642,Production,1.38
nm0000226,2,Will Smith,2888,Acting,18.811
nm0000505,1,Nia Long,9781,Acting,2.879
nm0105033,0,Marcia Brandwynne,71336,Writing,0.608
nm0771486,0,Nadine Schiff,71337,Writing,0.6
nm0805965,1,Holly Goldberg Sloan,71338,Writing,1.22
nm0679353,1,Rachel Pfeffer,7530,Production,0.6
nm0566380,2,Jonas McCord,166469,Writing,0.6
nm0001763,2,Nick Stahl,6408,Acting,4.792
nm0557739,1,Fay Masterson,65409,Acting,2.853
nm0390708,0,Isabelle Holland,65411,Writing,0.6
nm0534352,2,Malcolm MacRury,65412,Writing,1.052
nm0182456,2,Robert Costanzo,33492,Acting,1.855
nm0499791,2,Fredric Lehne,9632,Acting,1.96
nm0929333,0,Alex Wilkinson,1037871,Sound,0.6
nm0012178,2,Jerry Adler,24292,Acting,1.396
nm0169565,1,Lynn Cohen,8792,Acting,1.623
nm0272086,2,Simon Fenton,75789,Acting,0.98
nm0727789,1,Lisa Rinzler,5271,Camera,0.98
nm0877928,2,Tyrin Turner,57773,Acting,0.6
nm0005478,2,Larenz Tate,18291,Acting,1.589
nm0865084,2,Toshi Toda,156963,Acting,0.6
nm0400436,2,Albert Hughes,11447,Directing,1.4
nm0400441,2,Allen Hughes,11448,Directing,1.38
nm0931862,0,Tyger Williams,57775,Writing,1.4
nm0005061,2,Quincy Jones III,57778,Acting,0.6
nm0002561,0,Richard Candib,68756,Editing,0.6
nm0004958,1,Marla Gibbs,68751,Acting,1.775
nm0341176,2,Eddie Griffin,62842,Acting,2.401
nm0392979,0,Christopher Homes,68753,Production,0.6
nm0005875,2,Newton Thomas Sigel,9040,Camera,2.17
nm0000529,1,Debi Mazar,5578,Acting,4.253
nm0001125,2,Benicio del Toro,1121,Acting,4.526
nm0100736,2,Mark Bowden,12782,Writing,0.98
nm0800533,2,Yves Simoneau,74566,Directing,1.4
nm0410464,2,Tom Irwin,27544,Acting,1.4
nm0338991,0,Debra Greenfield,27542,Production,0.6
nm0376200,2,Sherman Hemsley,83976,Acting,0.972
nm0962102,2,Afa Amituana'i Anoa'i,84590,Acting,0.6
nm0066371,2,Edward Harrison Leslie,84591,Acting,2.121
nm0774856,0,Amy Schor Ferris,1325568,Writing,0.6
nm0597229,0,Marianne Moloney,982224,Production,0.6
nm0931265,0,Marsha Garces Williams,11709,Production,0.694
nm0277590,1,Anne Fine,11706,Writing,0.6
nm0802020,1,Randi Mayem Singer,11707,Writing,1.09
nm0705365,2,Mark Radcliffe,11222,Production,1.4
nm0000295,1,Kate Beckinsale,3967,Acting,10.072
nm0263236,2,Stephen Evans,39992,Production,0.6
nm0661406,2,David Parfitt,20062,Acting,0.84
nm0639040,0,Alain Nègre,38498,Art,0.6
nm0951295,1,Trần Nữ Yên Khê,113388,Acting,0.6
nm0523737,1,Man San Lu,151165,Acting,0.6
nm0874382,1,Thi Loc Truong,1275912,Acting,0.6
nm0217120,2,Benoît Delhomme,21655,Camera,0.694
nm0523198,0,Andrew Lowery,65704,Acting,1.094
nm0957955,2,Danny Zorn,108098,Acting,1.048
nm0925966,2,Bradley Whitford,11367,Acting,3.822
nm0001451,1,Queen Latifah,15758,Acting,4.39
nm0000667,2,David Thewlis,11207,Acting,7.842
nm0001020,1,Katrin Cartlidge,1641,Acting,2.705
nm0190208,2,Greg Cruttwell,58090,Acting,0.6
nm0390998,0,Don Holley,58276,Writing,0.6
nm0352820,2,Samuel Hadida,4697,Production,1.4
nm0044283,2,Tony Azito,119867,Acting,0.6
nm0304521,2,Christophe Gans,8296,Directing,1.4
nm0437526,2,Shusuke Kaneko,46366,Directing,1.22
nm0922857,2,Tony Westman,25361,Camera,0.6
nm0001625,1,Amanda Plummer,99,Acting,3.097
nm0344603,2,Olivier Gruner,85412,Acting,1.186
nm0448223,1,Merle Kennedy,105000,Acting,2.738
nm0153129,0,Rebecca Charles,192841,Writing,0.6
nm0353893,2,Don Hahn,12824,Production,0.98
nm0382676,2,William Hickey,21282,Acting,1.96
nm0783139,2,Henry Selick,57646,Directing,2.07
nm0945290,2,Kouichi Yamadera,20664,Acting,2.588
nm0793987,0,Emi Shinohara,81851,Acting,2.377
nm0756964,2,Osamu Saka,83932,Acting,0.63
nm0556237,2,Yutaka Maseba,1692,Production,1.38
nm0001085,2,Kieran Culkin,18793,Acting,1.607
nm0505971,2,Ted Levine,15854,Acting,2.636
nm0893965,2,Ben Vereen,26664,Acting,1.4
nm0086111,1,Ellen Blain,156853,Acting,0.648
nm0339745,2,Benji Gregory,193978,Acting,5.576
nm0343799,2,Charles Grosvenor,90864,Directing,1.4
nm0483286,0,Rae Lambert,1413981,Writing,0.6
nm0949861,0,Mark Young,1227624,Production,0.6
nm0911660,0,Kelly Ward,8898,Acting,0.6
nm0697431,0,Paco Christian Prieto,1181001,Acting,0.6
nm0261528,0,Luis Esteban	,543174,Writing,0.6
nm0579701,2,Steven G. Menkin,1085015,Production,0.98
nm0773685,2,Hervé Schneid,2425,Editing,0.694
nm0842770,1,Tilda Swinton,3063,Acting,6.49
nm0187998,2,Quentin Crisp,57459,Writing,1.4
nm0813896,2,Jimmy Somerville,57460,Acting,0.6
nm0006845,1,Sally Potter,57206,Directing,0.6
nm0941173,0,Virginia Woolf,57463,Writing,0.6
nm0791931,2,Christopher Sheppard,57466,Production,0.6
nm0609365,0,David Motion,57468,Sound,0.6
nm0115764,2,Pieter Jan Brugge,639,Production,0.6
nm0412901,2,T.J. Lowther,64025,Acting,2.823
nm0359387,2,John Lee Hancock,54040,Directing,1.456
nm0453248,0,Buzz Kilman,59329,Acting,0.6
nm0001593,1,Anna Paquin,10690,Acting,4.727
nm0152396,1,Jan Chapman,10758,Production,0.6
nm0122740,0,Keith Brian Burns,22145,Art,0.6
nm0001390,1,Janet Jackson,54421,Acting,2.668
nm0005093,1,Regina King,9788,Acting,3.395
nm0868957,2,Joe Torry,54423,Acting,1.38
nm0785311,0,Alexandra Seros,26649,Writing,0.98
nm0485273,0,Charles Lane,1333477,Directing,0.98
nm0769123,0,Dario Scardapane,1246914,Writing,0.6
nm0392008,2,Preston L. Holmes,60475,Production,0.84
nm0824588,2,Jim Steele,65604,Production,0.6
nm0550655,0,Sally Ann Marsh,127479,Acting,1.38
