tconst,rating,title,year,id
tt0100263,3,Nikita,1990,869
tt0100802,1,Total Recall,1990,118
tt0100691,2,Stella,1990,5581
tt0099938,3,Kindergarten Cop,1990,6542
tt0099165,2,"Bonfire of the Vanities, The",1990,2313
tt0099487,3,Edward Scissorhands,1990,2442
tt0100046,3,"Long Walk Home, The",1990,4034
tt0099653,3,Ghost,1990,1130
tt0100024,3,Life Is Sweet,1990,796
tt0100395,3,Postcards from the Edge,1990,533
tt0099871,1,Jacob&#39;s Ladder,1990,5688
tt0099733,3,Happily Ever After,1990,3247
tt0103768,3,Barbarian Queen II: The Empress Strikes Back,1990,8929
tt0100405,3,Pretty Woman,1990,2156
tt0100928,1,White Hunter Black Heart,1990,1935
tt0099253,3,Child&#39;s Play 2,1990,4706
tt0099864,1,It,1990,454
tt0099851,3,Into The Woods,1991,4241
tt0103060,3,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,2740
tt0101921,3,Fried Green Tomatoes,1991,767
tt0101891,1,"Five Heartbeats, The",1991,5814
tt0102975,2,Star Trek VI: The Undiscovered Country,1991,3592
tt0101698,3,Defending Your Life,1991,4631
tt0102951,3,Soapdish,1991,6371
tt0101829,0,Europa,1991,4736
tt0102817,0,Rubin and Ed,1991,3036
tt0103074,3,Thelma &amp; Louise,1991,266
tt0101757,3,Don&#39;t Tell Mom the Babysitter&#39;s Dead,1991,2637
tt0102587,3,Omohide poro poro,1991,308
tt0107875,3,"Princess and the Goblin, The",1991,4973
tt0101540,3,Cape Fear,1991,7938
tt1125254,0,Dragon Ball Z: Cooler&#39;s Revenge,1991,6089
tt0101465,1,Black Robe,1991,2326
tt0102266,3,"Last Boy Scout, The",1991,4290
tt0102803,1,"Rocketeer, The",1991,3987
tt0102303,0,Life Stinks,1991,4577
tt0102798,3,Robin Hood: Prince of Thieves,1991,1579
tt0102070,3,Hudson Hawk,1991,3544
tt0100491,0,Riff-Raff,1991,7609
tt0102829,3,Salmonberries,1991,2216
tt0103247,1,White Fang,1991,1125
tt0101410,1,Barton Fink,1991,2315
tt0101991,3,Hachi-gatsu no rapusodi,1991,7172
tt0102603,2,Oscar,1991,7655
tt0102057,2,Hook,1991,1033
