tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt8108200,Sonchiriya,Sonchiriya,2019.0,143.0,"Action,Crime,Drama",nm1322477,"nm1322477,nm2907705",7.5,2907.0
tt8108202,Stree,Stree,2018.0,128.0,"Comedy,Horror",nm3603873,"nm1356032,nm1354763,nm5046012,nm2767023",7.6,24663.0
tt8108206,Saand Ki Aankh,Saand Ki Aankh,2019.0,146.0,"Biography,Drama",nm1571874,nm8858219,8.0,3359.0
tt8108208,Why Cheat India,Why Cheat India,2019.0,121.0,"Crime,Drama",nm2265536,nm8006178,6.0,2095.0
tt8108230,Pokémon the Movie: The Power of Us,Gekijouban Poketto monsutâ: Minna no Monogatari,2018.0,100.0,"Action,Adventure,Animation",nm4114096,"nm6590161,nm2428690",6.3,1623.0
tt8108268,The Tashkent Files,The Tashkent Files,2019.0,134.0,"Drama,Mystery,Thriller",nm1892252,nm1892252,7.8,7152.0
tt8108274,Tanhaji: The Unsung Warrior,Tanhaji: The Unsung Warrior,2020.0,135.0,"Action,Biography,Drama",nm3819854,"nm1165501,nm3819854",7.8,17641.0
tt8110640,In the Shadow of the Moon,In the Shadow of the Moon,2019.0,115.0,"Crime,Mystery,Sci-Fi",nm0585344,"nm2309496,nm2205460",6.2,32758.0
tt8116428,Along With the Gods: The Last 49 Days,Sin-gwa ham-kke: In-gwa yeon,2018.0,142.0,"Action,Drama,Fantasy",nm1420683,"nm9145536,nm1420683",7.1,4466.0
tt8116640,Go Karts,Go!,2020.0,102.0,Family,nm1802388,nm0941489,5.9,1423.0
tt8119752,Gonjiam: Haunted Asylum,Gon-ji-am,2018.0,95.0,Horror,nm2891286,"nm2891286,nm9687793",6.2,3603.0
tt8128188,High Flying Bird,High Flying Bird,2019.0,90.0,"Drama,Sport",nm0001752,nm4144120,6.2,6708.0
tt8129794,100 Things,100 Dinge,2018.0,111.0,Comedy,nm1164552,nm1164552,6.5,2910.0
tt8130904,The Body,The Body,2019.0,101.0,"Mystery,Thriller",nm2572228,nm1079062,5.4,2022.0
tt8130968,Badla,Badla,2019.0,118.0,"Crime,Drama,Mystery",nm1223910,"nm1079062,nm1223910,nm2632735",7.9,18500.0
tt8132700,Behind the Curve,Behind the Curve,2018.0,96.0,Documentary,nm4159248,,6.5,7000.0
tt8134742,3 from Hell,3 from Hell,2019.0,115.0,Horror,nm0957772,nm0957772,5.6,9034.0
tt8135494,Active Measures,Active Measures,2018.0,109.0,Documentary,nm3191889,"nm3191889,nm9695788",7.9,7271.0
tt8144834,Section 375,Section 375,2019.0,124.0,"Crime,Drama",nm5120912,"nm5120912,nm1913302",8.1,8254.0
tt8148018,The Accountant of Auschwitz,The Accountant of Auschwitz,2018.0,78.0,Documentary,nm3302581,nm9702501,7.3,1532.0
tt8151874,Honey Boy,Honey Boy,2019.0,94.0,Drama,nm2776774,nm0479471,7.3,16258.0
tt8152324,Wolf,Wolf,2019.0,85.0,Drama,nm1667095,"nm1667095,nm2926917",5.3,1472.0
tt8155288,Happy Death Day 2U,Happy Death Day 2U,2019.0,100.0,"Comedy,Horror,Mystery",nm0484907,"nm0484907,nm1245146",6.2,48509.0
tt8160262,The Son,El Hijo,2019.0,92.0,Thriller,nm0994416,"nm1424631,nm9708482",5.4,2474.0
tt8160864,Chase,Chase,2019.0,84.0,Thriller,nm2751807,nm2751807,6.3,4440.0
tt8169446,Wine Country,Wine Country,2019.0,103.0,Comedy,nm0688132,"nm1560199,nm0819225",5.4,16541.0
tt8169552,Turma da Mônica: Laços,Turma da Mônica: Laços,2019.0,97.0,"Adventure,Comedy,Family",nm1179870,"nm3530498,nm9918681,nm9918682,nm0211725,nm10998463",7.3,1293.0
tt8176040,Panipat,Panipat,2019.0,165.0,"Action,Drama,History",nm0332950,"nm3294070,nm4428800,nm11107269,nm0332950,nm9031403",5.5,3505.0
tt8176054,Pariyerum Perumal,Pariyerum Perumal,2018.0,154.0,Drama,"nm6041683,nm10328250",nm6041683,8.8,6557.0
tt8176578,Flavors of Youth,Si shi qing chun,2018.0,74.0,"Animation,Drama,Romance","nm3357091,nm6157250,nm9717486",nm4321342,6.6,4609.0
tt8178486,Earthquake Bird,Earthquake Bird,2019.0,107.0,"Crime,Drama,Mystery",nm0922903,"nm9718217,nm0922903",5.9,10579.0
tt8179388,Rim of the World,Rim of the World,2019.0,98.0,"Action,Adventure,Comedy",nm0629334,nm0826714,5.1,16106.0
tt8180482,9,9: Nine,2019.0,149.0,"Fantasy,Horror,Sci-Fi",nm6735379,nm6735379,7.0,1565.0
tt8185182,Long Day's Journey Into Night,Di Qiu Zui Hou De Ye Wan,2018.0,138.0,"Drama,Mystery",nm7267981,nm7267981,7.2,4928.0
tt8186318,Overcomer,Overcomer,2019.0,119.0,"Drama,Family,Sport",nm1731937,"nm1731937,nm1726854",6.5,2984.0
tt8188610,F2: Fun and Frustration,F2: Fun and Frustration,2019.0,148.0,Comedy,nm3902889,"nm9410880,nm3902889",6.2,1809.0
tt8188872,Varathan,Varathan,2018.0,130.0,"Action,Drama,Thriller",nm2039170,"nm9920220,nm9920219",7.5,2263.0
tt8193790,Deerskin,Le daim,2019.0,77.0,"Comedy,Horror",nm1189197,nm1189197,6.8,3686.0
tt8195518,Cuck,Cuck,2019.0,115.0,"Crime,Drama,Thriller",nm2719832,"nm2719832,nm3833540",5.6,5715.0
tt8197998,Wolf,Börü,2018.0,80.0,"Action,Thriller,War","nm9152447,nm7512971",nm3809021,6.9,2330.0
tt8201170,The Perfect Date,The Perfect Date,2019.0,89.0,"Comedy,Romance",nm0625245,"nm0089237,nm6590106",5.8,28036.0
tt8201404,Little White Lies 2,Nous finirons ensemble,2019.0,134.0,"Comedy,Drama,Family",nm0133899,"nm1211787,nm0133899",6.4,2176.0
tt8202612,Satyameva Jayate,Satyameva Jayate,2018.0,140.0,"Action,Thriller",nm1179457,nm1179457,5.7,5652.0
tt8212958,Fire Will Come,O que arde,2019.0,86.0,"Crime,Drama",nm3890574,"nm3277567,nm3890574",7.2,1222.0
tt8228172,The Furies,The Furies,2019.0,82.0,"Action,Horror,Thriller",nm1071889,nm1071889,5.3,2336.0
tt8228288,The Platform,El hoyo,2019.0,94.0,"Horror,Sci-Fi,Thriller",nm2008067,"nm1457642,nm1038878",7.0,98519.0
tt8233874,Extra Ordinary,Extra Ordinary,2019.0,94.0,"Comedy,Fantasy,Horror","nm2888739,nm4885073","nm2430436,nm2072329,nm2888739,nm4885073",6.4,3881.0
tt8235296,The Trump Prophecy,The Trump Prophecy,2018.0,120.0,Drama,nm0776398,"nm9444786,nm1205833,nm2052673,nm9444787",3.0,1758.0
tt8236214,Slasher Party,Slasher Party,2019.0,80.0,Horror,nm0897799,"nm9252189,nm0897799",5.2,1148.0
tt8236336,The Report,The Report,2019.0,119.0,"Biography,Crime,Drama",nm1994243,nm1994243,7.2,23632.0
tt8237172,Gundala,Gundala,2019.0,123.0,"Action,Adventure,Drama",nm1322135,"nm1322135,nm8803177",7.2,2285.0
tt8239946,Tumbbad,Tumbbad,2018.0,104.0,"Drama,Fantasy,Horror","nm4205110,nm1628153,nm9751348","nm3784276,nm4205110,nm9751348,nm1628153,nm10304029",8.3,20229.0
tt8242084,My Spy,My Spy,2020.0,99.0,"Action,Comedy,Family",nm0781842,"nm0388375,nm0388377",6.1,4710.0
tt8242160,4L,4 latas,2019.0,105.0,"Comedy,Drama",nm1942303,"nm1942303,nm9760250,nm1320860",5.9,2024.0
tt8244784,The Hunt,The Hunt,2020.0,90.0,"Action,Horror,Thriller",nm0957505,"nm7226510,nm0511541",6.4,27837.0
tt8254556,Girl,Girl,2018.0,105.0,Drama,nm4080113,"nm4080113,nm3899543",7.2,10496.0
tt8262802,The Holiday Calendar,The Holiday Calendar,2018.0,95.0,"Drama,Romance",nm0909568,nm0434320,5.7,6971.0
tt8263936,The Mystery of Henri Pick,Le mystère Henri Pick,2019.0,100.0,"Comedy,Drama",nm1462495,"nm1462495,nm2271931,nm4554522",6.7,1621.0
tt8265174,BÚÉK,BÚÉK,2018.0,102.0,"Comedy,Drama",nm0323558,"nm1472530,nm0323558",7.1,1516.0
tt8265928,Love at Second Sight,Mon inconnue,2019.0,117.0,"Comedy,Drama,Family",nm0312315,"nm0312315,nm0331868,nm4874812,nm0172989,nm2271931",7.0,2446.0
tt8266310,Blinded by the Light,Blinded by the Light,2019.0,118.0,"Comedy,Drama,Music",nm0149446,"nm1876954,nm0149446,nm0074488,nm0819803",6.9,14941.0
tt8267604,Capernaum,Capharnaüm,2018.0,126.0,Drama,nm1701024,"nm1701024,nm2764802,nm9878616,nm2759610,nm1848588",8.4,44132.0
tt8269552,3 Faces,Se rokh,2018.0,100.0,"Drama,History",nm0070159,"nm0070159,nm9824985",7.1,2753.0
tt8282042,Donbass,Donbass,2018.0,122.0,Drama,nm0523665,nm0523665,6.6,2748.0
tt8284860,The Huntress: Rune of the Dead,The Huntress: Rune of the Dead,2019.0,105.0,"Action,Horror,Thriller",nm2339469,"nm2339469,nm7081289",5.6,1765.0
tt8286894,Rafiki,Rafiki,2018.0,83.0,"Drama,Romance",nm1393967,"nm1393967,nm3689536,nm10318996",6.6,1571.0
tt8286926,Njan Prakashan,Njan Prakashan,2018.0,131.0,"Comedy,Drama",nm0030791,"nm0030791,nm0820208",7.6,2295.0
tt8290698,The Spy Gone North,Gongjak,2018.0,137.0,"Drama,Thriller",nm2151556,"nm5312974,nm5371819,nm2151556",7.2,2716.0
tt8291224,Uri: The Surgical Strike,Uri: The Surgical Strike,2019.0,138.0,"Action,Drama,War",nm2336554,nm2336554,8.3,38577.0
tt8291806,Pain and Glory,Dolor y gloria,2019.0,113.0,Drama,nm0000264,nm0000264,7.6,39084.0
tt8299654,At the Heart of Gold: Inside the USA Gymnastics Scandal,At the Heart of Gold: Inside the USA Gymnastics Scandal,2019.0,88.0,"Crime,Documentary,Drama",nm5705851,,8.1,1651.0
tt8299768,Blow the Man Down,Blow the Man Down,2019.0,91.0,"Comedy,Drama,Mystery","nm3014722,nm3437699","nm3014722,nm3437699",6.3,2718.0
tt8304386,The Zoya Factor,The Zoya Factor,2019.0,134.0,"Comedy,Drama,Romance",nm0788855,,4.3,1498.0
tt8307082,Sauvage / Wild,Sauvage,2018.0,99.0,Drama,nm1283911,nm1283911,7.0,3278.0
tt8311958,Divine Love,Divino Amor,2019.0,101.0,"Drama,Sci-Fi",nm3486709,"nm3486709,nm3599723,nm9800385,nm1505013,nm1103123",6.3,1199.0
tt8323104,Nancy Drew and the Hidden Staircase,Nancy Drew and the Hidden Staircase,2019.0,89.0,"Comedy,Crime,Drama",nm0002240,"nm1936920,nm2118749,nm0444696",5.7,2934.0
tt8323120,The Truth,La vérité,2019.0,106.0,Drama,nm0466153,"nm0466153,nm7408787",6.4,2107.0
tt8326824,Madhuraraja,Madhura Raja,2019.0,147.0,"Action,Comedy,Drama",nm3946106,nm1437907,6.8,3111.0
tt8328716,Doom: Annihilation,Doom: Annihilation,2019.0,96.0,"Action,Adventure,Horror",nm0317638,nm0317638,3.6,6301.0
tt8329290,The Golem,The Golem,2018.0,95.0,"Drama,Horror","nm3576329,nm3575912",nm2555133,5.6,3478.0
tt8332454,Shooting Heroin,Shooting Heroin,2020.0,90.0,"Action,Drama,Thriller",nm2875023,nm2875023,7.5,2963.0
tt8332666,Tone-Deaf,Tone-Deaf,2019.0,87.0,"Comedy,Horror,Thriller",nm3160595,nm3160595,4.8,1829.0
tt8333746,Pinocchio,Pinocchio,2019.0,125.0,Fantasy,nm0308520,"nm0172830,nm0308520,nm0147592",6.5,1757.0
tt8333978,Maharshi,Maharshi,2019.0,176.0,"Action,Drama",nm2449331,"nm5657210,nm1805430,nm2449331,nm10660160",7.3,4957.0
tt8335880,Loro 2,Loro 2,2018.0,100.0,Biography,nm0815204,"nm0815204,nm0176197",7.0,2419.0
tt8350360,Annabelle Comes Home,Annabelle Comes Home,2019.0,106.0,"Horror,Mystery,Thriller",nm2477891,"nm1490123,nm2477891",5.9,48413.0
tt8354112,Mosul,Mosul,2019.0,86.0,Documentary,nm6213280,"nm6213280,nm3431093",8.7,1955.0
tt8358220,After Midnight,After Midnight,2019.0,83.0,"Drama,Horror,Sci-Fi","nm1693690,nm1651701",nm1693690,5.2,1105.0
tt8359816,Sorry We Missed You,Sorry We Missed You,2019.0,101.0,Drama,nm0516360,nm0491956,7.6,9385.0
tt8359822,Young Ahmed,Le jeune Ahmed,2019.0,90.0,Drama,"nm0201095,nm0201094","nm0201094,nm0201095",6.5,1928.0
tt8359842,It Must Be Heaven,It Must Be Heaven,2019.0,102.0,Comedy,nm0837839,nm0837839,7.1,1790.0
tt8359848,Climax,Climax,2018.0,97.0,"Drama,Horror,Music",nm0637615,nm0637615,7.1,41849.0
tt8361028,Cam,Cam,2018.0,94.0,"Horror,Mystery,Thriller",nm3771823,"nm9807731,nm3771823,nm3561100",5.9,22453.0
tt8361196,Vinaya Vidheya Rama,Vinaya Vidheya Rama,2019.0,146.0,Action,nm2264823,"nm2375127,nm2264823",3.3,2348.0
tt8364368,Crawl,Crawl,2019.0,87.0,"Drama,Horror,Thriller",nm0014960,"nm1726531,nm1726912",6.2,51489.0
tt8364418,Adanga Maru,Adanga Maru,2018.0,145.0,"Action,Thriller",nm9813479,"nm9813479,nm3586739",7.1,1617.0
tt8366502,Corporate Animals,Corporate Animals,2019.0,86.0,"Comedy,Horror",nm2674307,nm1095060,4.4,1534.0
tt8366590,Baaghi 3,Baaghi 3,2020.0,143.0,"Action,Thriller",nm0451155,"nm8380633,nm7174796,nm0618898,nm2260872",1.8,4008.0
tt8367184,The Wedding Year,The Wedding Year,2019.0,90.0,Comedy,nm0525659,nm5344507,5.5,1117.0
tt8367814,The Gentlemen,The Gentlemen,2019.0,113.0,"Action,Comedy,Crime",nm0005363,"nm0005363,nm6842463,nm3044095",8.0,111609.0
tt8368032,Miss Granny,Miss Granny,2018.0,120.0,"Comedy,Fantasy,Music",nm0076081,nm1464485,8.0,1620.0
tt8368406,Vivarium,Vivarium,2019.0,97.0,"Horror,Mystery,Sci-Fi",nm2705923,"nm2705923,nm1167599",5.8,14070.0
tt8372298,Swallow,Swallow,2019.0,94.0,Drama,nm3275420,nm3275420,6.3,4946.0
tt8378126,Queen of Hearts,Dronningen,2019.0,127.0,Drama,nm1392439,"nm0477622,nm1392439",7.2,5333.0
tt8380776,Grand Isle,Grand Isle,2019.0,97.0,"Action,Thriller",nm0132120,"nm9293205,nm1146147",4.6,1190.0
tt8385420,Çiçero,Çiçero,2019.0,126.0,"Action,Crime,Drama",nm0015091,"nm5480797,nm9619158",6.6,4323.0
tt8385474,A Dog's Journey,A Dog's Journey,2019.0,109.0,"Adventure,Comedy,Drama",nm0541562,"nm1240326,nm0585243,nm0285379,nm0938645",7.4,14519.0
tt8388508,Dear Comrade,Dear Comrade,2019.0,169.0,"Action,Drama,Romance",nm9825418,nm9825418,7.3,4049.0
tt8393332,Twin Murders: The Silence of the White City,El silencio de la ciudad blanca,2019.0,110.0,"Action,Adventure,Crime",nm0130714,"nm4512533,nm9827225,nm4512041",5.2,2316.0
tt8396128,Firecracker,Pataakha,2018.0,134.0,"Action,Comedy,Drama",nm0080235,"nm0080235,nm10084670",7.2,3189.0
tt8400758,Killers Anonymous,Killers Anonymous,2019.0,95.0,"Action,Crime,Mystery",nm1966532,"nm2073311,nm4707696,nm1966532",5.3,6698.0
tt8402090,Cumali Ceber 2,Cumali Ceber 2,2018.0,100.0,Comedy,nm0149131,"nm7860518,nm9832450",2.9,8191.0
tt8404614,The Two Popes,The Two Popes,2019.0,125.0,"Comedy,Drama",nm0576987,nm0565026,7.6,88207.0
tt8411144,Kaappaan,Kaappaan,2019.0,166.0,"Action,Thriller",nm0433895,"nm0433895,nm1474787,nm9198373",6.4,3262.0
tt8413338,Kumbalangi Nights,Kumbalangi Nights,2019.0,135.0,"Comedy,Drama,Romance",nm7958316,nm4544331,8.6,5685.0
tt8426594,The Wind,The Wind,2018.0,86.0,"Horror,Western",nm0849747,nm4661612,5.5,4940.0
tt8426854,Jalebi,Jalebi,2018.0,112.0,"Drama,Romance",nm10023062,"nm10023062,nm3613395,nm10114557",6.3,1795.0
tt8435268,How to Get Over a Breakup,Soltera Codiciada,2018.0,104.0,Comedy,"nm4661972,nm0960495","nm9591496,nm9849133,nm7121807",6.2,1565.0
tt8436026,A Fortunate Man,Lykke-Per,2018.0,162.0,Drama,nm0000806,"nm2145370,nm0000806,nm0690703",7.2,3660.0
tt8439854,Lust Stories,Lust Stories,2018.0,120.0,"Drama,Romance","nm0424103,nm0015295,nm1962313,nm0440604","nm2331000,nm1962313,nm0440604,nm7498460,nm4465973",6.5,8791.0
tt8442644,Money Trap,Organize Isler: Sazan Sarmali,2019.0,121.0,Comedy,nm0258784,"nm0258784,nm9591496",6.0,10780.0
tt8443704,Dear Ex,Dear Ex,2018.0,100.0,"Comedy,Drama,Romance","nm8069001,nm3422958","nm3422958,nm0523752",7.4,2821.0
tt8453986,The Weasel's Tale,El Cuento de las Comadrejas,2019.0,129.0,"Comedy,Drama",nm0002728,"nm0002728,nm0321368,nm0459990,nm0554932",7.3,1683.0
tt8456098,Karakomik Filmler: 2 Arada,Karakomik Filmler: 2 Arada,2019.0,60.0,"Comedy,Drama",nm0948000,nm0948000,6.4,6838.0
tt8458202,Pihu,Pihu,2018.0,91.0,"Drama,Thriller",nm7326029,,6.7,1731.0
tt8478602,Godzilla: The Planet Eater,Gojira: hoshi wo kû mono,2018.0,91.0,"Action,Adventure,Animation","nm2670218,nm2032664",nm3256781,5.0,3112.0
tt8480782,Well Groomed,Well Groomed,2019.0,88.0,Documentary,nm7725433,,8.2,1280.0
tt8484012,Sword of Trust,Sword of Trust,2019.0,88.0,"Comedy,Drama",nm1119645,"nm1119645,nm3653190",6.2,1488.0
tt8484942,India's Most Wanted,India's Most Wanted,2019.0,123.0,"Action,Thriller",nm2955107,nm2955107,4.5,1648.0
tt8485364,The Room,The Room,2019.0,100.0,"Drama,Mystery,Sci-Fi",nm1466691,"nm2348263,nm1162056,nm1615033,nm0712257,nm1466691",6.0,8279.0
tt8485548,Clownado,Clownado,2019.0,99.0,"Comedy,Horror",nm0790743,nm0790743,6.3,2525.0
tt8488126,The Inventor: Out for Blood in Silicon Valley,The Inventor: Out for Blood in Silicon Valley,2019.0,119.0,Documentary,nm0316795,nm0316795,7.1,6750.0
tt8490744,Taxi Blues,Taksi bluz,2019.0,88.0,"Action,Comedy,Romance",nm1196528,"nm3006156,nm1310254,nm1056915",6.7,1128.0
tt8493514,Locked on You,Hedefim Sensin,2018.0,113.0,Comedy,nm1738966,nm1616534,6.2,3002.0
tt8504014,Good Newwz,Good Newwz,2019.0,134.0,"Comedy,Drama",nm3262433,"nm4345616,nm5147563,nm3262433",7.1,10989.0
tt8510350,Satanic Panic,Satanic Panic,2019.0,85.0,"Comedy,Horror",nm2854747,"nm1884371,nm0313295",5.6,2954.0
tt8510488,Holiday in the Wild,Christmas in the Wild,2019.0,85.0,"Comedy,Drama,Romance",nm0053228,"nm0229800,nm0229801",6.1,9377.0
tt8522820,The Warden,The Warden,2019.0,100.0,"Drama,Mystery,Romance",nm6276616,nm6276616,7.4,2491.0
tt8523334,Nicky Larson et le parfum de Cupidon,Nicky Larson et le parfum de Cupidon,2018.0,91.0,"Action,Comedy,Crime",nm3743617,"nm5033444,nm8102422,nm0405783,nm3743617,nm6421627",6.5,2838.0
tt8526872,Dolemite Is My Name,Dolemite Is My Name,2019.0,118.0,"Biography,Comedy,Drama",nm0108132,"nm0018735,nm0438989",7.3,43613.0
tt8529512,Remélem legközelebb sikerül meghalnod:),Remélem legközelebb sikerül meghalnod:),2018.0,96.0,"Comedy,Drama,Thriller",nm1541262,nm1541262,7.2,1560.0
tt8530978,Beats,Beats,2019.0,109.0,Drama,nm1309090,nm3351156,6.4,3516.0
tt8535180,Kill Chain,Kill Chain,2019.0,91.0,"Action,Thriller",nm0003535,nm0003535,5.0,2253.0
tt8535968,System Crasher,Systemsprenger,2019.0,125.0,Drama,nm3519173,nm3519173,7.9,5165.0
tt8544498,The Way Back,The Way Back,2020.0,108.0,"Drama,Sport",nm0640334,nm2145487,6.8,13278.0
tt8548792,The Dawnseeker,The Dawnseeker,2018.0,81.0,Sci-Fi,nm2691863,nm2691863,4.4,2203.0
tt8550208,Romeo Akbar Walter,Romeo Akbar Walter,2019.0,141.0,"Action,Drama,Thriller",nm1473010,"nm1473010,nm8311749,nm4938328",6.5,4320.0
tt8561086,Joseph,Joseph,2018.0,138.0,"Drama,Thriller",nm1500124,nm9909582,8.1,2377.0
tt8563452,Crypto,Crypto,2019.0,105.0,"Crime,Drama,Thriller",nm1226069,"nm5673221,nm0295701,nm9912021",5.3,2632.0
tt8564902,Death of a Nation,Death of a Nation,2018.0,108.0,"Documentary,History","nm1625338,nm6583447","nm1625338,nm6583447",4.6,6129.0
tt8569206,Little Baby,Little Baby,2019.0,105.0,Family,nm3754410,"nm8779799,nm3754410,nm1958495",9.1,2399.0
tt8574252,The Witch: Part 1 - The Subversion,Manyeo,2018.0,125.0,"Action,Horror,Mystery",nm4219902,nm4219902,7.1,3706.0
tt8579674,1917,1917,2019.0,119.0,"Drama,War",nm0005222,"nm0005222,nm4880670",8.3,285906.0
tt8590896,Geetha Govindam,Geetha Govindam,2018.0,142.0,"Drama,Romance",nm1762795,nm1762795,7.7,8139.0
tt8613070,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,2019.0,122.0,"Drama,Romance",nm1780037,nm1780037,8.2,32270.0
tt8613876,Kidnapping Stella,Kidnapping Stella,2019.0,89.0,Thriller,nm1556145,"nm2128335,nm1556145",4.8,4483.0
tt8615136,Hammamet,Hammamet,2020.0,126.0,"Biography,Drama",nm0002167,"nm0002167,nm0850172",5.4,683.0
tt8620646,An Affair to Die For,An Affair to Die For,2019.0,82.0,Thriller,nm1414579,nm4316187,4.7,1283.0
tt8623904,Last Christmas,Last Christmas,2019.0,103.0,"Comedy,Drama,Romance",nm0082450,"nm0584117,nm0000668,nm0936353,nm6507883",6.5,32762.0
tt8629748,Spenser Confidential,Spenser Confidential,2020.0,111.0,"Action,Comedy,Crime",nm0000916,"nm1259610,nm0001338,nm0662582,nm1602630",6.2,48236.0
tt8632862,Fahrenheit 11/9,Fahrenheit 11/9,2018.0,128.0,Documentary,nm0601619,nm0601619,6.9,15505.0
tt8637428,The Farewell,The Farewell,2019.0,100.0,"Comedy,Drama",nm2304675,nm2304675,7.6,36851.0
tt8647400,De De Pyaar De,De De Pyaar De,2019.0,135.0,"Comedy,Romance",nm1322099,"nm1836811,nm4812773,nm3060331",6.6,6237.0
tt8649186,Corpus Christi,Boze Cialo,2019.0,115.0,Drama,nm1717924,nm9946633,7.7,6207.0
tt8652728,Waves,Waves,2019.0,135.0,"Drama,Romance,Sport",nm4099092,nm4099092,7.6,10355.0
tt8655470,The Specials,Hors normes,2019.0,114.0,"Comedy,Drama","nm0619923,nm0865918","nm0619923,nm0865918",7.5,3246.0
tt8655738,Eternal Code,Eternal Code,2019.0,105.0,"Action,Crime,Thriller",nm6136445,nm6136445,5.1,1315.0
tt8663516,Child's Play,Child's Play,2019.0,90.0,"Horror,Sci-Fi",nm2209002,"nm4167257,nm0238841,nm0480843,nm0276169",5.8,36501.0
tt8665634,Qismat,Qismat,2018.0,137.0,"Drama,Romance",nm8423987,nm8423987,8.4,1880.0
tt8665746,RX 100,Rx 100,2018.0,153.0,"Action,Drama,Romance",nm9955408,"nm9955408,nm9959549",6.9,1836.0
tt8688634,21 Bridges,21 Bridges,2019.0,99.0,"Action,Crime,Drama",nm1047532,"nm3401807,nm1996352",6.6,25789.0
tt8694228,Mikhael,Mikhael,2019.0,150.0,"Action,Thriller",nm8386553,nm8386553,5.0,1128.0
tt8695030,The Dead Don't Die,The Dead Don't Die,2019.0,104.0,"Comedy,Fantasy,Horror",nm0000464,nm0000464,5.5,40917.0
tt8698956,Lupt,Lupt,2018.0,110.0,"Horror,Thriller",nm2669831,nm2669831,7.3,2856.0
tt8702938,Hezarpa,Hezarpa,2018.0,197.0,"Comedy,Drama,War",nm0205827,"nm6403603,nm6420226,nm9566409",5.8,1639.0
tt8707374,Hell House LLC II: The Abaddon Hotel,Hell House LLC II: The Abaddon Hotel,2018.0,89.0,"Horror,Mystery",nm3192191,nm3192191,5.5,2677.0
tt8707922,Can You Keep a Secret?,Can You Keep a Secret?,2019.0,94.0,"Comedy,Romance",nm1435237,"nm4050491,nm1536494",5.3,6555.0
tt8708304,I Trapped the Devil,I Trapped the Devil,2019.0,82.0,"Drama,Horror,Mystery",nm6142823,nm6142823,4.8,1743.0
tt8709036,A Christmas Prince: The Royal Wedding,A Christmas Prince: The Royal Wedding,2018.0,92.0,"Drama,Romance",nm0776271,"nm1405911,nm6912381",5.2,7629.0
tt8712750,A.M.I.,A.M.I.,2019.0,77.0,"Horror,Thriller",nm1802267,"nm1802267,nm0878953,nm1595718,nm6447214",3.9,1317.0
tt8721556,Jallikattu,Jallikattu,2019.0,95.0,"Action,Crime",nm3859342,"nm9664613,nm8340689",7.7,2636.0
tt8722346,Queen & Slim,Queen & Slim,2019.0,132.0,"Crime,Drama,Romance",nm2027419,"nm2913119,nm0294580",7.0,13606.0
tt8723216,Eerie,Eerie,2018.0,101.0,"Crime,Drama,Horror",nm3184434,"nm7996178,nm3184434,nm8028557",4.7,1597.0
tt8733898,U Turn,U-Turn,2018.0,128.0,"Mystery,Thriller",nm5237694,nm5237694,7.0,2109.0
tt8737614,Majiji,Majili,2019.0,154.0,"Drama,Romance",nm8526249,nm8526249,7.2,2360.0
tt8738964,Clergy,Kler,2018.0,133.0,Drama,nm1500530,"nm9991653,nm1500530",7.4,3927.0
tt8739752,The Collini Case,The Collini Case,2019.0,123.0,"Crime,Drama,Thriller",nm0471086,"nm0959255,nm3293982,nm0653257,nm3614203",7.2,3263.0
tt8740778,Piranhas,La paranza dei bambini,2019.0,105.0,"Crime,Drama",nm2465833,"nm2500207,nm2465833,nm2828827",6.4,2866.0
tt8743064,See You Yesterday,See You Yesterday,2019.0,84.0,"Action,Adventure,Crime",nm4455533,"nm8391271,nm4455533",5.1,7671.0
tt8745960,Daniel Isn't Real,Daniel Isn't Real,2019.0,100.0,"Horror,Thriller",nm4008890,"nm5879674,nm4008890",6.0,3333.0
tt8747308,Amsterdam Vice,Baantjer het Begin,2019.0,113.0,"Action,Crime,Drama",nm1234631,"nm0044657,nm3374818,nm0429741,nm0753955,nm1465817",6.8,1101.0
tt8748256,Travel Mates 2,Yol Arkadasim 2,2018.0,116.0,"Adventure,Comedy",nm7960857,nm3635856,5.9,2185.0
tt8748608,Deliler,Deliler,2018.0,121.0,"Action,History,War",nm7943357,"nm10003248,nm8189485,nm5963749",5.6,2036.0
tt8750570,Sergio,Sergio,2020.0,118.0,Drama,nm0994499,"nm1258965,nm2106959",6.2,2825.0
tt8752474,Justice League vs the Fatal Five,Justice League vs. the Fatal Five,2019.0,77.0,"Action,Animation,Fantasy",nm0515005,"nm0122334,nm4660381,nm0471172,nm2951806",6.5,5969.0
tt8752498,Wonder Woman: Bloodlines,Wonder Woman: Bloodlines,2019.0,83.0,"Action,Animation,Fantasy","nm4982437,nm0515005","nm11120351,nm0551376,nm1421638,nm3309878",5.8,3258.0
tt8758086,Mercy Black,Mercy Black,2019.0,88.0,"Horror,Mystery,Thriller",nm1625382,nm1625382,4.9,2102.0
tt8760684,Apollo 11,Apollo 11,2019.0,93.0,"Documentary,History",nm1530433,,8.2,17696.0
tt8765496,May the Devil Take You,Sebelum Iblis Menjemput,2018.0,110.0,Horror,nm3464186,nm3464186,6.0,2815.0
